20	4	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

52	62	88	16	95	18	97	35	35	82
85	81	22	15	98	38	14	71	5	63
58	29	56	11	76	30	79	26	35	87
20	39	95	25	5	19	45	24	22	47
54	34	27	27	66	48	62	7	36	22
63	91	66	32	80	55	83	25	7	55
62	36	94	72	70	94	17	90	88	59
52	95	12	98	67	69	55	88	73	6
54	66	11	13	36	62	83	8	42	59
64	87	35	14	38	25	98	76	78	19
45	30	21	24	23	45	65	35	32	44
41	32	19	21	88	94	38	72	37	97
33	55	63	12	82	88	96	7	27	48
35	91	49	60	30	85	15	49	69	17
54	12	89	54	65	3	22	40	84	87
5	24	32	97	77	41	87	1	54	13
60	27	10	2	70	75	88	79	32	40
51	57	24	42	27	61	2	71	44	98
50	63	6	93	55	3	85	69	62	68
23	28	60	22	54	48	35	20	48	99

12	19	10	11	16	13	10	1	17	14
15	12	10	12	8	8	11	2	2	12
18	16	5	20	20	12	5	10	14	2
1	15	14	6	18	6	18	18	3	19
9	12	14	15	10	14	12	14	18	4
3	11	17	20	14	8	3	14	9	5
19	8	20	7	17	17	3	10	4	10
13	18	10	11	14	16	12	18	10	7
3	10	11	5	4	10	16	7	10	14
14	6	8	14	13	16	18	11	14	7
17	8	11	8	2	2	9	18	10	8
9	5	20	4	1	5	12	12	6	16
20	9	4	19	20	18	4	19	5	13
9	13	2	10	19	14	20	14	9	7
12	7	8	6	19	7	9	6	13	17
20	1	15	18	3	11	6	7	6	6
19	19	11	16	2	15	16	14	7	9
11	6	13	5	3	5	11	1	3	1
10	20	17	12	16	13	7	7	3	8
2	6	9	7	2	17	19	2	2	13


2	1	2	2	1	2	1	2	2	2
5	2	5	5	3	4	3	1	1	5
