20	3	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

10	72	87	37	91
79	3	67	24	82
77	75	60	74	27
6	7	42	52	48
40	76	58	64	84
11	50	85	37	57
26	11	57	52	4
88	5	79	44	35
18	80	62	47	44
87	82	18	63	59
43	95	3	14	52
40	17	82	24	29
5	18	4	30	88
59	39	83	35	75
10	66	92	17	92
51	23	5	18	84
17	3	67	34	96
63	28	85	25	87
56	29	31	56	86
23	9	4	47	12

10	5	8	7	6
19	5	5	17	19
18	19	1	1	8
7	7	14	8	12
5	1	17	11	5
13	3	2	8	1
10	8	6	1	8
17	19	17	16	10
15	11	20	8	13
6	11	17	11	20
2	15	3	1	6
6	11	3	5	7
7	5	14	5	17
18	20	13	1	6
2	7	2	4	9
18	2	11	1	7
17	3	8	3	14
6	14	16	4	13
8	15	15	10	16
14	11	9	5	17


2	1	2	1	1
4	5	3	5	3
