20	2	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

31	13	47	43	73	74	62	76	80	14
57	71	56	22	85	5	45	65	69	17
40	23	19	35	14	19	67	13	67	80
10	99	9	48	14	64	96	12	47	30
58	29	38	93	62	79	29	66	82	7
10	78	52	75	66	24	9	57	84	71
91	81	7	22	35	92	57	21	72	58
29	14	94	11	96	26	36	55	2	57
39	88	53	66	4	86	60	11	31	84
80	31	42	47	74	19	52	78	77	68
50	72	18	88	84	25	12	7	76	9
72	66	97	74	33	15	12	33	13	35
33	19	1	46	8	78	17	38	96	59
99	98	8	82	40	29	39	55	5	58
48	8	82	54	65	76	61	73	42	74
72	11	67	62	54	30	12	39	34	91
25	10	11	2	19	98	14	4	51	31
25	8	84	4	78	85	33	55	51	6
63	69	99	85	17	44	49	98	35	84
31	1	26	89	69	37	98	92	20	89

11	6	17	16	7	12	15	18	10	2
18	5	20	16	13	14	1	4	3	16
11	10	15	3	6	19	10	14	14	20
17	14	4	8	4	20	10	18	12	3
20	2	10	13	7	9	15	8	6	8
6	17	7	5	19	6	1	19	20	7
13	1	10	11	7	8	13	3	19	19
20	16	20	1	7	9	8	5	3	2
13	18	18	20	7	4	15	8	16	11
10	13	13	16	5	18	9	2	6	13
4	18	6	7	5	11	15	7	5	2
11	20	3	20	4	18	19	5	15	1
12	19	12	9	7	1	3	14	5	8
15	3	9	15	19	2	20	15	18	19
16	12	16	4	16	19	3	6	13	11
1	3	20	6	13	1	6	14	9	20
7	14	8	9	14	15	20	13	5	10
17	17	9	20	20	9	14	11	6	13
3	17	1	7	17	7	14	4	3	17
16	8	9	19	13	19	17	19	20	10


1	1	1	2	1	1	2	2	1	2
5	1	1	5	5	5	2	3	2	4
