20	3	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

98	49	54	72	18	83	37	44	85	62
32	99	91	34	30	62	47	29	11	7
18	12	66	39	41	92	63	39	40	79
74	49	98	32	91	83	95	38	40	36
2	55	55	39	65	72	76	26	56	12
67	10	66	16	54	66	78	68	1	74
76	84	40	94	74	69	74	59	94	49
23	45	46	95	15	22	30	18	22	2
88	11	50	79	37	39	28	75	61	16
1	14	75	67	64	6	83	53	71	57
67	69	18	94	17	31	47	33	25	90
39	19	81	92	19	60	96	38	25	92
24	87	11	78	17	31	33	27	47	95
31	82	1	52	62	45	40	8	96	26
45	90	8	19	94	78	84	19	31	72
38	24	44	69	75	48	12	72	22	93
41	60	78	13	28	52	49	93	6	92
7	27	49	60	94	21	96	49	98	73
77	33	2	45	18	82	97	97	14	66
16	22	81	29	98	57	68	48	32	37

14	18	8	5	18	1	4	2	1	6
20	1	18	16	8	8	8	2	5	18
1	6	4	8	16	11	11	3	17	12
8	16	18	1	12	1	18	15	13	8
10	20	15	13	3	18	20	8	3	9
1	16	7	19	17	9	15	6	13	7
6	4	10	3	18	18	5	4	4	16
13	5	19	17	3	5	10	15	11	14
4	17	12	6	7	2	20	4	19	17
17	19	12	4	13	13	5	20	17	20
3	5	20	19	6	17	15	17	1	16
3	1	3	8	1	11	1	10	20	20
18	6	14	7	4	9	19	4	13	5
17	7	19	20	3	10	1	3	15	10
14	18	12	16	7	10	3	7	8	11
13	1	12	17	5	15	7	3	5	1
19	16	3	5	3	20	13	13	4	4
13	14	19	1	14	20	12	4	5	14
6	8	1	20	16	10	11	9	8	12
10	9	5	1	4	7	6	4	17	7


1	1	2	2	2	2	1	2	2	2
4	2	2	3	2	5	5	3	4	2
