20	2	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

18	50	93	24	79
51	11	92	98	83
85	60	54	97	78
22	55	62	78	92
13	96	62	20	49
61	73	23	70	95
54	59	40	19	60
5	67	22	47	27
43	70	32	98	19
7	86	62	42	49
33	3	9	44	7
72	84	75	18	62
63	84	73	6	83
61	38	32	24	81
28	36	24	63	43
93	66	14	59	78
86	18	41	10	33
68	28	74	48	25
86	24	27	37	37
33	30	96	28	94

5	10	17	10	6
3	14	8	12	2
3	9	12	17	19
11	5	6	2	3
6	10	10	14	1
4	16	8	7	20
11	9	10	10	10
5	14	19	20	11
4	20	2	7	10
7	5	15	18	20
3	7	5	6	15
3	18	20	14	15
14	16	20	7	12
18	13	17	20	20
10	7	10	6	9
11	17	13	8	9
6	5	9	1	6
14	10	20	10	20
10	16	10	3	16
10	10	17	10	5


2	2	1	1	1
5	4	5	3	5
