80	3	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

55	89	55	33	32	21	47	11	87	7
29	47	82	83	26	53	17	40	21	44
24	87	18	52	75	51	46	55	69	1
49	56	2	24	57	33	3	23	16	72
9	94	26	36	21	90	97	48	70	48
56	34	66	76	45	30	84	37	54	49
78	1	45	24	29	69	80	63	60	87
9	40	42	55	69	33	1	40	10	9
99	15	96	54	68	13	60	32	85	84
28	62	53	96	50	76	78	20	41	17
98	25	85	70	41	30	43	90	44	6
55	78	36	20	86	20	70	79	47	7
55	67	74	47	96	18	69	31	28	55
83	72	7	15	73	65	34	61	44	48
17	76	33	89	42	34	71	6	99	76
91	9	43	67	6	30	41	30	98	14
94	1	70	93	26	94	82	63	58	11
71	75	72	50	45	10	93	43	5	92
82	72	15	61	64	22	73	6	49	33
8	75	46	40	83	1	70	63	66	96
69	46	40	44	47	50	73	86	38	77
41	95	14	87	86	66	89	3	84	4
54	13	65	32	46	65	46	44	17	27
52	28	14	21	59	33	12	96	35	51
39	52	71	94	98	68	60	89	20	80
77	74	99	84	47	36	66	4	98	9
50	30	49	53	9	56	48	37	65	51
36	72	74	91	46	37	42	58	22	76
10	20	98	13	33	81	90	73	92	93
54	65	33	7	59	12	40	59	56	87
26	43	79	20	4	73	46	65	30	2
80	74	26	3	52	69	39	92	20	47
69	66	1	51	83	7	69	44	91	79
79	68	99	60	94	67	72	37	41	5
42	48	99	22	75	26	3	49	50	55
90	23	44	57	41	28	23	69	92	73
46	23	29	19	88	50	55	2	28	23
5	8	17	28	60	81	62	80	70	51
76	18	90	59	26	19	74	94	36	50
99	64	22	36	21	38	96	77	49	4
80	48	73	59	82	93	89	15	83	58
25	18	91	19	62	40	5	9	71	92
27	56	39	45	27	23	68	40	98	72
99	55	78	93	85	66	83	88	38	7
27	47	99	54	5	70	43	31	97	91
55	47	58	73	87	85	50	29	97	96
69	64	63	36	81	36	24	97	83	2
23	22	60	26	51	56	14	6	7	10
54	20	27	92	77	58	61	8	25	29
19	50	4	58	3	99	84	31	69	88
51	12	93	27	33	32	40	64	96	81
76	17	90	32	47	60	62	82	72	36
94	34	99	33	39	3	76	8	24	4
40	13	66	92	20	61	91	47	69	98
25	95	72	82	89	43	39	39	91	43
94	48	98	47	30	42	18	40	5	10
26	38	7	83	49	40	28	80	80	12
85	3	66	1	29	20	88	21	42	4
88	94	68	27	33	9	9	65	96	74
58	85	5	86	50	1	92	40	8	82
55	27	99	41	78	39	60	92	1	74
83	60	20	80	30	2	92	66	32	76
17	27	39	48	78	9	98	43	78	79
88	79	17	20	43	69	8	70	42	83
31	75	53	2	76	68	81	22	58	96
18	52	18	16	80	46	23	75	32	71
55	5	51	59	73	99	42	23	28	55
54	87	87	36	83	85	91	72	46	24
6	25	61	80	60	72	84	12	72	43
96	44	24	27	92	27	56	82	49	71
1	38	25	48	2	9	91	71	88	24
22	2	48	2	79	96	72	26	80	71
70	60	59	8	6	22	44	15	8	16
17	80	30	25	11	21	39	32	62	30
65	57	90	45	49	25	60	25	71	81
80	18	22	36	95	1	17	14	13	78
63	98	91	79	51	75	68	5	73	28
19	43	25	62	44	83	1	65	94	10
84	56	10	26	97	61	57	7	59	17
63	78	67	8	10	18	71	5	54	59

7	20	16	5	4	5	2	15	15	10
15	19	3	1	2	10	8	2	19	17
15	13	14	6	4	6	11	19	9	1
5	4	14	9	12	1	17	1	15	13
6	19	17	3	11	19	16	17	15	19
11	4	2	3	18	5	8	8	18	2
17	3	11	15	10	20	6	9	10	14
10	16	2	10	5	8	8	13	20	14
2	1	16	5	18	2	14	13	17	12
17	7	4	20	9	20	5	2	6	8
6	13	17	13	20	12	11	5	18	18
15	8	16	6	10	3	13	3	12	11
11	20	15	16	15	8	20	19	20	20
7	15	13	7	11	2	3	13	11	17
7	17	2	9	10	6	2	19	6	8
16	8	20	19	9	18	14	6	1	10
14	15	11	6	12	18	17	7	3	11
9	2	7	13	20	2	15	9	14	15
20	2	2	8	7	19	3	3	20	2
12	10	4	17	2	9	7	5	17	20
14	15	13	1	11	5	7	3	2	5
19	15	16	15	12	3	9	1	13	15
19	1	16	19	9	12	15	18	4	11
4	5	14	3	5	15	4	3	3	20
15	16	2	10	6	20	19	13	15	9
1	7	19	13	8	14	15	8	9	18
4	11	15	4	4	12	15	8	9	6
4	8	1	3	9	13	15	13	16	16
15	7	12	11	15	11	5	3	18	11
20	3	16	10	18	20	5	11	16	6
20	1	8	11	3	15	16	5	20	19
11	9	16	12	18	18	2	9	15	15
12	13	17	10	13	13	4	18	3	3
17	16	10	15	15	8	14	4	8	6
15	8	2	2	8	19	6	7	5	16
18	5	11	1	5	13	12	12	15	4
4	13	7	2	1	8	4	12	14	1
7	16	17	11	16	11	10	17	6	15
5	5	20	4	19	17	15	17	17	20
6	8	9	16	10	9	15	4	1	6
2	16	11	11	12	12	4	5	8	14
8	19	2	10	10	20	19	9	16	19
13	6	16	19	14	7	16	18	1	18
10	7	9	5	16	6	1	3	8	9
4	6	20	7	7	11	14	16	10	14
13	5	16	19	10	1	14	9	5	4
2	2	4	3	4	16	12	6	13	11
2	14	19	11	4	5	1	3	14	13
2	4	4	11	1	10	19	7	13	5
12	8	10	16	19	2	10	6	16	13
15	3	17	19	18	5	2	6	8	15
6	13	16	15	20	20	16	7	3	20
15	7	4	11	15	11	13	18	14	10
15	2	15	12	2	12	13	4	2	9
9	19	8	15	8	7	17	1	16	13
2	16	12	18	14	13	7	12	1	4
12	4	5	1	12	19	12	14	6	12
12	7	18	11	7	15	3	15	2	14
6	12	5	10	4	12	20	8	7	11
19	4	12	7	1	16	17	2	2	18
19	3	19	14	14	4	2	19	2	6
9	14	10	13	6	17	2	1	12	17
18	17	16	2	20	15	19	20	15	18
17	8	13	9	18	4	6	10	19	4
11	14	7	7	15	4	6	9	14	10
8	3	15	3	8	19	2	18	2	16
15	20	6	20	17	7	18	9	18	17
7	15	9	10	4	5	5	11	4	10
15	5	10	4	13	10	18	20	1	2
2	17	7	14	8	17	2	10	12	19
3	4	4	18	2	4	4	10	8	10
6	11	20	20	18	11	10	12	7	4
1	20	17	16	13	3	18	9	13	6
8	7	15	2	12	19	13	1	7	7
7	1	14	15	5	13	4	20	6	6
6	16	3	18	18	8	6	19	17	10
10	9	12	13	16	7	2	10	1	20
12	16	20	13	4	17	18	12	4	7
16	5	2	7	10	4	2	1	12	15
2	14	4	16	12	1	16	7	14	6


1	2	2	1	1	1	1	2	1	2
1	1	2	2	3	5	2	1	1	1
