20	4	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

36	56	92	73	25
81	50	94	24	30
50	81	80	43	85
36	64	48	66	89
10	80	86	49	64
28	87	12	63	13
12	44	36	9	73
69	95	88	41	19
69	9	93	30	45
28	61	10	74	55
79	53	48	19	69
28	96	27	5	54
64	25	6	76	3
57	42	6	7	49
5	66	79	69	83
47	9	30	26	1
37	40	19	89	99
25	59	43	67	20
76	19	18	86	78
28	84	53	46	1

7	13	11	20	2
18	5	2	15	15
8	3	10	10	2
6	3	19	4	13
9	7	2	9	9
4	4	18	20	2
2	1	13	19	5
2	10	6	11	11
10	9	11	14	1
13	7	20	9	18
7	7	11	9	16
4	20	3	3	12
17	17	2	2	7
4	14	11	9	8
14	1	7	14	8
2	13	14	13	8
20	3	6	13	12
15	16	6	4	19
10	6	19	11	1
9	12	11	8	17


2	2	2	2	2
4	5	1	5	2
