80	4	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

78	53	68	57	82
99	97	92	13	55
41	42	42	44	81
9	5	17	46	84
13	33	7	68	79
30	15	84	29	82
72	95	74	63	13
79	72	33	15	36
6	53	25	29	69
93	92	93	80	57
62	48	82	28	38
44	22	37	3	61
72	48	36	79	16
89	92	88	57	63
12	57	11	19	70
81	69	6	13	63
77	15	60	50	34
40	11	64	8	94
80	78	37	72	56
98	24	10	74	44
74	42	38	94	30
46	71	54	35	85
64	30	61	11	8
72	68	54	62	72
30	66	92	77	56
53	91	3	29	20
67	70	87	11	56
26	98	70	52	16
64	91	50	59	62
72	85	72	63	80
59	99	38	70	94
3	91	18	64	67
15	56	28	80	4
24	55	5	36	40
67	63	9	12	76
41	1	13	24	47
28	89	4	44	65
80	90	61	80	16
19	26	29	24	10
73	77	75	74	65
89	20	7	59	30
3	58	37	63	45
19	76	52	17	96
82	40	43	89	19
4	68	70	49	33
62	87	22	25	26
99	34	86	5	72
45	42	62	91	73
19	48	51	56	23
74	61	51	58	39
39	86	38	47	1
12	10	24	83	80
3	41	37	11	25
69	15	1	28	45
5	10	25	94	94
73	37	78	17	43
91	38	68	81	67
70	77	33	40	77
10	51	89	22	84
42	25	53	75	47
7	8	84	60	40
87	88	52	70	79
92	27	17	75	87
58	31	90	43	74
54	27	23	16	66
30	97	94	92	16
36	28	45	63	21
55	67	97	18	79
69	90	2	73	22
63	16	43	88	95
64	27	54	6	5
41	22	70	58	44
50	26	96	85	4
29	88	86	92	19
17	35	25	82	26
17	68	16	65	56
94	59	34	16	92
20	99	24	52	96
98	40	15	80	18
90	95	91	16	69

1	9	19	14	13
6	19	4	1	9
17	13	5	6	16
3	8	16	1	5
7	6	14	18	11
6	9	13	20	20
14	11	17	18	3
1	3	15	10	19
7	8	18	8	13
11	10	8	6	10
12	7	1	11	7
18	9	11	18	15
19	5	18	16	15
5	11	14	10	10
20	14	10	2	2
14	9	12	20	20
6	5	1	5	17
8	10	2	8	6
4	13	19	8	12
15	13	12	14	18
8	16	13	2	12
7	4	4	16	1
16	17	7	15	7
12	7	5	16	4
17	3	13	8	12
12	18	4	4	14
20	9	7	10	10
16	15	2	17	3
19	5	13	14	14
14	18	2	6	12
3	17	8	7	18
3	9	7	19	20
20	7	13	12	17
8	19	20	18	3
4	16	18	16	19
7	1	2	5	3
10	15	14	2	9
10	14	15	20	2
12	5	11	9	8
17	2	17	11	2
6	16	20	6	8
4	9	14	17	17
3	8	12	8	11
15	11	15	2	17
16	5	5	18	10
16	9	5	10	17
14	6	4	4	20
15	2	5	6	5
11	2	16	17	3
12	1	13	9	15
1	15	16	10	5
18	17	1	7	11
16	17	4	10	18
19	17	7	17	9
9	6	12	6	10
10	16	15	17	1
5	20	14	10	14
7	14	1	7	5
1	7	7	11	4
16	10	14	8	14
18	5	4	5	3
16	19	10	4	6
15	18	10	20	1
14	14	13	7	11
17	19	5	5	8
15	18	18	17	1
4	5	2	16	16
17	20	11	20	13
4	17	20	10	20
11	7	20	16	1
17	9	10	8	1
9	17	10	15	20
7	18	8	15	17
20	11	6	9	20
4	14	13	16	3
3	12	3	20	19
15	14	17	11	18
2	6	16	20	2
2	3	16	5	6
4	8	2	2	16


1	2	2	1	1
3	4	3	2	4
