100	5	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

42	5	19	54	32
50	31	97	47	50
53	58	12	31	2
21	16	89	32	33
54	84	46	67	57
31	35	21	80	72
42	77	9	82	82
35	8	3	70	44
8	46	88	4	98
76	29	25	63	72
47	84	95	15	71
68	76	79	78	39
45	56	41	48	97
80	60	77	65	66
23	50	79	57	20
21	34	49	35	18
10	57	72	68	38
8	14	41	51	2
73	89	56	72	58
94	15	46	97	68
31	22	78	5	97
98	26	28	12	82
70	12	36	10	77
93	2	34	45	12
42	30	63	53	55
48	96	96	74	21
40	44	16	27	65
67	20	29	60	8
31	22	10	68	77
9	5	9	95	31
28	23	77	74	18
28	6	22	54	40
51	87	59	42	37
26	34	69	99	74
56	15	80	33	38
98	91	88	59	29
94	63	83	78	48
63	23	60	71	9
53	44	62	39	91
44	98	23	37	25
46	51	67	45	28
45	96	84	71	62
95	39	97	73	41
94	85	64	8	36
8	71	13	45	52
22	92	30	17	54
81	70	4	16	12
59	74	77	80	33
72	88	30	25	32
7	56	53	83	91
24	28	69	9	96
31	78	57	71	72
97	86	20	48	52
83	88	41	36	42
91	2	51	63	6
44	99	96	72	86
94	58	96	38	11
57	14	26	43	31
50	27	10	70	58
13	73	56	6	41
37	93	78	88	73
48	80	32	55	52
7	93	97	31	64
78	14	31	53	60
39	48	60	53	29
28	22	17	70	44
42	7	57	38	96
91	71	82	10	88
66	92	46	15	80
3	16	14	1	23
57	65	47	40	43
97	35	57	75	81
38	76	52	35	55
48	95	51	70	99
83	39	16	87	18
38	82	64	65	13
84	71	16	47	49
14	5	27	48	51
50	79	94	73	66
27	14	58	66	42
13	42	15	16	78
1	79	33	11	99
46	4	21	76	70
52	59	19	32	28
6	22	67	7	62
32	2	1	77	86
73	26	77	2	64
35	38	82	33	38
45	62	17	80	36
39	7	82	75	76
73	62	60	49	6
66	21	1	69	12
41	42	90	84	98
42	18	3	17	98
29	71	57	42	30
77	76	6	7	19
58	1	97	58	12
90	45	54	25	19
21	14	67	53	59
19	98	99	22	27

9	2	10	15	9
12	6	11	12	13
4	13	10	15	20
5	18	4	19	7
1	5	20	15	11
4	9	12	13	7
7	4	6	20	20
17	16	7	2	10
10	10	12	11	3
10	7	18	20	4
12	5	20	19	4
3	6	11	13	10
20	2	17	2	9
6	9	10	17	1
8	20	2	1	4
11	18	13	13	18
2	15	13	10	8
17	2	11	12	15
10	14	19	15	11
17	15	15	14	10
4	5	17	12	9
10	13	5	5	7
6	12	20	12	19
9	15	3	19	7
4	18	12	18	15
11	4	19	10	11
13	6	17	5	2
9	1	3	20	4
16	5	12	19	6
20	3	3	15	4
20	11	4	16	10
4	11	10	10	11
20	7	3	8	5
11	20	4	7	10
1	3	6	8	19
12	3	3	15	9
9	3	17	14	9
19	3	18	1	19
14	4	17	20	15
4	3	13	14	10
4	1	11	11	12
18	7	13	11	17
8	10	2	4	15
13	18	13	4	3
1	2	11	16	13
11	16	10	2	4
20	11	7	18	9
5	2	9	16	7
16	9	12	16	4
18	3	18	3	10
1	20	6	5	16
6	9	4	18	7
13	15	1	11	19
5	7	14	3	1
11	1	13	15	14
4	15	10	6	17
11	2	2	12	5
15	7	18	13	7
7	11	1	12	5
4	8	6	17	6
19	15	13	12	12
9	14	3	16	10
3	14	1	19	17
9	15	4	19	12
10	2	15	11	13
17	7	18	4	4
3	20	11	8	16
3	8	6	16	4
17	15	18	7	2
7	18	8	8	16
3	9	8	13	5
14	4	13	5	17
11	14	19	20	13
12	6	1	1	17
13	15	10	9	17
14	1	13	18	7
19	3	18	17	3
1	7	19	4	5
11	4	8	4	15
20	10	19	9	11
11	12	12	20	19
10	12	14	15	10
4	19	1	10	3
10	10	8	10	7
11	5	14	4	11
8	3	9	13	7
14	10	2	7	6
17	1	16	17	9
2	7	12	8	4
9	17	15	1	17
6	6	4	11	12
19	15	17	6	1
17	20	7	15	20
12	12	6	14	5
7	11	10	18	17
11	1	7	17	20
6	3	17	12	17
13	4	15	14	8
17	10	19	12	20
3	20	12	16	15


2	2	2	1	2
2	5	2	5	4
