100	5	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

5	11	86	68	85	24	51	64	51	2
70	44	42	61	80	58	45	4	17	65
79	39	80	17	54	2	80	62	31	55
54	44	51	41	66	42	31	83	76	84
40	9	59	82	56	73	89	85	19	37
35	85	36	77	64	17	30	13	19	58
67	57	20	28	53	12	25	86	18	98
76	70	76	4	37	26	33	60	91	26
85	13	9	93	89	34	63	99	17	73
75	70	45	41	80	21	16	96	50	30
11	45	57	65	62	43	55	28	66	29
41	67	16	11	97	70	4	90	94	75
29	9	73	47	81	20	51	41	83	86
19	77	17	15	46	48	15	66	78	79
69	44	13	47	29	50	55	82	78	93
96	90	51	77	57	69	42	18	82	58
89	42	79	22	89	91	48	58	10	12
88	3	7	60	40	96	3	20	21	52
77	35	27	56	88	38	92	4	25	56
73	78	36	10	29	43	86	36	37	37
13	75	53	83	92	74	29	74	76	60
27	95	30	24	89	58	69	63	14	82
95	5	3	22	39	29	97	39	8	21
83	87	91	42	33	40	73	92	43	49
46	76	70	64	71	68	27	28	66	74
89	1	11	23	53	27	1	12	44	71
96	55	27	37	3	68	1	66	77	55
47	51	34	80	28	72	26	2	27	90
91	24	33	94	73	6	91	77	29	27
19	77	89	66	28	40	82	35	43	68
53	48	16	78	40	15	42	96	36	73
78	81	4	66	54	18	74	50	91	82
31	10	67	52	42	71	99	47	72	18
93	2	72	18	88	52	98	66	89	70
47	51	35	80	26	91	37	52	23	30
50	86	79	82	7	62	78	45	54	15
72	73	14	76	50	17	9	2	8	95
34	45	91	94	91	66	64	1	19	55
97	45	47	70	76	11	76	98	78	8
54	58	54	69	5	13	53	15	53	73
18	20	27	51	94	67	5	52	42	7
83	74	10	65	4	88	38	52	75	39
19	27	16	8	8	21	60	11	33	54
26	80	39	1	3	67	51	75	30	60
18	23	39	66	66	12	84	48	5	86
60	21	51	96	14	23	85	61	6	73
30	45	94	53	28	55	51	39	45	43
45	16	56	30	57	97	46	17	96	15
72	47	78	14	68	87	97	93	20	43
58	22	95	67	1	46	69	24	52	47
16	48	84	57	1	59	98	19	27	65
12	10	90	41	48	34	3	13	38	86
13	68	82	33	81	65	72	89	53	46
64	60	10	16	80	14	87	17	62	71
99	11	43	11	72	29	60	99	38	48
74	41	97	95	83	83	97	48	76	6
85	13	96	84	95	14	81	98	37	40
5	89	41	18	54	7	60	59	75	38
10	52	50	46	58	95	90	51	55	85
99	92	95	62	4	20	27	58	25	52
38	15	45	70	55	2	74	85	28	40
12	6	36	78	29	51	22	70	77	20
80	94	71	73	54	30	13	75	76	42
81	79	32	51	66	31	83	5	39	63
43	70	67	67	70	25	8	83	57	57
81	20	22	2	84	64	88	85	18	92
83	35	13	7	43	63	22	26	94	85
67	92	35	10	51	99	34	67	50	66
35	70	3	61	67	39	24	35	21	86
48	10	44	93	78	72	27	25	12	40
77	83	9	34	76	74	99	26	5	56
89	13	51	46	24	6	82	79	50	22
48	38	15	36	99	78	43	36	98	89
95	4	61	53	97	7	84	53	94	13
89	76	10	20	1	11	92	89	43	29
90	25	29	29	3	70	89	53	44	80
74	76	59	20	72	90	84	79	51	82
91	37	26	6	41	21	77	2	50	94
26	31	51	72	21	56	59	44	26	12
92	7	62	7	71	1	30	59	9	94
25	38	13	68	82	91	6	88	98	11
36	63	89	52	17	12	49	56	65	70
26	63	43	97	92	36	58	97	59	79
72	22	51	83	3	98	73	62	35	44
56	50	59	13	18	63	46	26	44	31
26	19	66	87	76	92	23	24	21	58
68	86	52	84	84	70	87	57	61	48
18	32	31	34	65	28	37	7	40	45
8	5	39	21	39	14	42	42	89	16
42	20	33	87	78	13	62	6	97	77
29	61	98	90	3	20	70	83	95	55
63	57	13	82	89	19	73	18	24	82
