40	4	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

11	62	91	88	33
66	36	41	85	36
45	58	26	46	42
53	11	19	53	35
6	25	27	69	10
2	50	63	37	52
46	91	8	87	62
13	54	12	18	50
52	62	8	43	2
52	22	4	43	11
92	55	53	41	63
74	18	6	53	36
99	36	78	80	75
41	61	97	21	28
79	77	33	87	80
72	11	77	6	27
2	61	45	11	10
56	23	62	14	30
95	57	24	34	87
22	33	43	61	11
61	31	76	31	23
50	98	57	77	74
67	54	3	19	15
47	17	34	81	70
75	14	57	19	3
42	90	44	47	21
5	73	47	29	36
58	30	8	61	95
3	67	91	5	58
2	84	58	56	74
67	91	11	67	72
91	86	66	60	79
51	51	78	19	55
73	98	34	59	8
62	42	52	26	82
42	45	69	36	83
63	56	37	17	96
29	88	61	3	38
17	72	89	84	35
29	57	14	2	96

11	13	10	2	10
17	4	19	3	19
2	3	11	2	6
18	16	7	7	4
5	4	1	10	11
17	1	1	2	3
19	2	6	5	4
2	10	3	8	4
10	20	12	12	14
15	1	17	3	14
12	16	13	5	7
20	14	8	19	9
3	16	3	8	13
2	1	14	15	4
5	2	13	4	6
1	2	19	13	17
4	20	17	20	19
15	7	12	10	2
9	3	14	15	19
5	5	20	16	13
10	8	19	9	3
3	17	4	11	17
16	7	18	8	2
17	17	4	14	3
20	2	6	7	2
1	13	4	17	8
13	5	11	9	10
20	6	11	6	6
17	10	11	17	18
14	1	4	13	5
2	7	7	16	17
14	20	1	10	5
6	17	20	11	6
12	6	14	6	7
9	16	9	12	19
2	8	7	1	13
16	16	19	13	11
15	7	14	1	16
14	8	5	13	14
11	8	19	18	13


2	2	1	1	2
2	1	5	5	1
