20	5	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

26	95	27	93	59
5	34	94	60	55
23	61	68	14	55
71	83	94	57	34
9	78	33	52	86
56	14	54	20	7
56	60	87	41	55
36	42	72	49	40
44	71	80	82	37
72	92	39	7	6
17	55	55	2	98
23	51	66	11	28
12	27	70	30	83
94	80	87	10	24
10	80	72	14	21
96	90	75	5	47
41	20	12	11	49
25	94	79	16	9
79	2	77	16	38
20	8	66	78	84

9	2	18	4	18
15	19	7	1	8
5	12	7	12	3
14	2	6	14	8
10	18	13	3	14
18	6	16	13	8
5	11	4	1	20
5	14	2	18	19
15	15	19	18	7
19	16	7	8	16
7	2	14	20	11
13	17	20	9	18
19	1	11	9	6
4	4	5	11	9
11	15	11	20	11
13	15	7	6	9
20	7	9	11	12
10	3	14	11	8
15	7	13	3	15
12	12	19	1	14


1	2	1	1	1
4	1	3	2	3
