500	6	20

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

13	1	57	38	43	41	85	63	80	54	23	36	17	28	68	27	73	26	99	64
85	83	15	63	75	29	93	77	26	51	76	5	83	3	53	78	65	45	88	38
79	54	1	63	37	22	90	41	34	80	51	58	2	40	27	70	81	19	47	42
89	49	44	22	65	36	55	59	86	97	45	38	52	80	1	66	53	11	1	59
48	17	93	29	88	24	40	6	20	30	55	75	56	9	97	98	41	93	17	46
55	29	52	10	32	51	50	64	14	42	86	49	78	1	81	18	51	29	20	95
50	49	65	42	1	51	44	32	84	30	29	6	5	57	78	86	3	62	90	35
3	16	3	48	92	84	89	8	9	75	44	5	69	56	14	9	96	66	28	35
68	83	81	25	50	58	48	99	77	68	7	53	52	16	41	27	75	20	1	74
93	32	23	22	79	11	93	13	9	30	4	29	73	8	85	89	2	51	41	46
78	21	90	12	99	67	43	57	87	38	87	85	54	8	89	15	48	69	93	45
69	23	63	36	74	73	25	25	98	40	56	2	60	72	55	69	29	60	83	46
86	49	13	45	82	50	16	32	43	72	83	39	86	17	97	93	61	49	7	23
56	10	50	62	13	4	24	98	77	4	21	54	86	61	72	32	86	34	53	64
47	88	53	35	82	43	10	53	20	23	67	24	95	66	73	21	37	60	25	31
78	95	42	13	26	41	96	10	42	21	67	65	44	56	91	37	35	84	85	34
1	21	2	34	52	90	34	12	53	11	50	83	43	68	87	75	9	93	42	44
80	88	83	54	39	54	69	1	93	21	85	62	16	43	34	73	73	93	90	74
75	32	51	77	97	14	99	59	78	74	20	11	60	88	68	87	39	25	23	9
21	94	40	50	17	93	69	34	12	45	49	21	78	16	72	18	53	67	1	48
38	10	85	35	8	9	98	99	28	8	57	27	96	20	57	27	19	20	40	75
82	98	85	24	81	15	95	36	39	10	55	51	4	7	85	20	62	42	51	71
54	87	14	9	3	97	68	93	98	6	38	23	48	96	91	13	76	74	1	39
30	48	75	36	21	34	97	98	62	19	32	21	7	1	25	99	51	24	68	19
25	29	20	94	59	20	39	56	83	21	31	43	25	58	7	50	88	84	53	39
30	85	53	31	27	38	6	52	71	1	68	68	57	18	80	23	41	13	85	67
57	67	85	13	46	20	55	13	55	28	13	26	55	73	94	65	25	99	54	89
15	59	77	6	80	57	5	31	56	77	24	63	32	10	7	16	10	42	67	2
54	91	79	73	14	18	74	97	76	87	51	67	38	66	17	1	68	45	38	91
51	52	23	98	19	73	70	77	45	28	42	61	21	88	54	15	12	21	58	35
92	33	24	56	75	65	86	4	29	28	20	54	86	98	48	57	66	23	63	70
34	40	53	34	67	14	3	31	93	13	35	56	52	78	99	85	72	90	77	26
32	4	5	19	95	19	12	1	95	51	80	57	28	24	1	29	65	63	56	40
97	60	49	40	83	87	79	76	68	50	33	48	5	8	81	65	89	10	38	95
44	3	35	8	33	94	12	64	14	22	6	57	76	25	12	97	20	28	33	26
40	36	21	46	87	3	57	40	37	10	66	4	22	91	2	20	71	87	33	1
82	34	21	64	43	87	68	66	25	64	83	46	20	27	40	67	82	8	33	84
52	88	5	60	75	41	39	78	17	36	30	48	96	74	35	3	4	67	98	30
95	1	41	20	73	8	76	51	93	23	5	76	53	86	58	58	4	2	64	25
55	7	13	61	59	67	1	92	69	19	86	46	33	18	40	15	41	22	67	56
