200	4	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

83	2	65	31	69	61	1	43	16	35
60	74	35	27	81	6	99	35	5	46
23	19	53	47	52	4	83	82	64	11
69	99	31	11	10	63	71	72	32	1
97	25	42	45	3	25	86	71	58	4
52	33	42	69	27	53	82	1	13	53
69	96	87	47	96	62	24	73	72	27
55	58	13	15	55	72	95	98	77	55
23	48	25	40	94	80	72	10	25	36
84	73	64	93	19	22	22	95	38	32
23	46	59	18	9	23	79	3	4	85
97	70	15	6	80	95	65	43	71	1
76	9	43	62	44	64	96	2	27	65
5	87	85	59	13	78	45	17	64	23
94	89	25	37	96	80	60	84	94	31
40	94	96	92	4	35	11	91	36	93
64	19	75	22	1	64	96	6	48	98
2	50	23	4	32	58	68	7	93	97
81	39	10	55	66	65	81	32	54	19
62	98	1	83	26	8	40	58	61	36
69	8	20	67	19	68	76	28	21	78
67	73	3	11	95	73	17	75	38	45
35	6	84	74	51	38	51	68	80	67
88	43	83	68	54	90	31	97	6	81
21	62	41	85	47	59	31	95	55	22
71	66	52	5	56	7	20	48	60	22
40	10	63	60	90	60	81	72	3	43
89	66	8	72	78	89	14	39	49	15
69	40	4	5	36	86	45	92	18	78
44	22	34	7	76	35	46	14	9	33
43	18	22	47	51	13	91	93	33	19
81	51	75	66	86	2	50	12	86	11
7	6	13	87	80	63	6	75	55	12
57	60	40	59	13	75	50	99	97	76
28	5	47	80	46	88	38	57	70	65
19	75	97	67	64	59	45	96	82	90
94	83	18	91	13	93	48	48	71	36
31	26	65	81	15	9	24	37	84	83
34	63	49	39	98	16	39	85	92	53
13	65	88	57	38	48	47	66	36	42
73	11	47	22	77	15	7	5	81	12
19	71	6	96	75	42	93	92	34	87
73	55	43	73	34	83	66	57	64	84
19	96	97	64	19	22	98	82	17	8
85	66	46	52	45	83	72	38	44	74
53	9	20	88	42	86	49	36	95	64
77	18	62	35	82	50	30	98	81	38
73	21	13	23	85	68	90	85	37	50
54	22	22	30	29	45	56	77	19	13
18	41	36	4	52	35	42	35	96	29
40	73	64	42	19	71	20	41	70	41
44	55	68	11	81	9	35	47	20	27
