50	3	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

79	11	88	93	35
6	47	58	17	77
23	81	37	59	1
36	37	57	25	48
42	11	54	99	61
4	24	37	94	41
73	33	71	26	94
94	93	54	43	86
44	63	35	70	53
12	18	91	49	4
69	92	44	48	87
52	79	19	6	99
48	84	4	84	87
2	18	90	28	65
34	90	96	73	90
74	43	35	54	42
57	10	68	77	95
60	18	33	50	47
90	20	34	39	29
11	86	99	46	46
15	22	73	95	19
17	56	24	96	35
30	5	30	55	23
43	8	38	22	9
70	31	38	94	34
24	48	72	5	31
78	96	10	20	8
99	22	84	90	45
52	23	72	59	99
84	62	14	67	1
92	65	99	27	54
16	88	84	37	66
74	29	65	40	50
8	24	25	44	51
72	98	25	12	89
97	86	55	35	81
25	85	5	60	96
31	78	58	60	95
67	53	47	13	25
17	93	20	19	57
83	34	41	49	72
94	88	76	28	85
75	60	10	27	94
39	50	80	77	42
88	44	52	30	52
74	50	70	21	49
36	36	77	78	69
75	69	65	87	59
48	49	44	75	6
54	87	30	66	65

18	8	3	19	12
1	16	3	11	1
5	13	15	10	2
1	15	15	15	19
15	17	2	13	8
19	18	6	5	1
7	2	17	6	2
3	17	13	11	16
16	6	7	20	13
8	14	1	4	1
4	13	5	9	12
11	12	7	17	13
17	2	8	4	18
11	15	16	8	4
5	11	6	5	17
14	9	3	18	9
6	20	12	18	19
8	3	10	3	4
8	12	5	18	13
15	9	17	7	1
7	12	8	15	10
17	8	3	4	11
15	10	4	2	8
8	5	3	10	5
12	14	18	18	11
4	16	12	2	2
19	11	1	18	11
16	4	4	11	20
4	12	2	16	7
2	7	6	6	6
15	11	3	14	14
15	20	12	4	7
19	19	20	5	7
1	4	7	4	7
4	2	13	5	7
15	2	12	1	18
13	2	18	7	9
7	6	5	6	15
9	12	8	4	17
4	19	2	9	11
12	1	2	11	19
14	15	1	17	11
7	17	4	14	4
15	10	11	12	14
16	11	9	4	1
8	8	8	16	1
9	6	1	2	12
3	2	19	7	2
4	13	14	20	12
4	4	14	4	3


1	2	2	2	1
2	4	5	1	4
