20	6	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

57	31	32	90	17
24	20	59	78	5
24	60	16	66	41
32	63	37	86	8
21	21	28	49	14
69	13	96	77	65
63	26	24	8	21
60	69	39	75	89
34	2	73	96	86
56	7	80	25	10
87	13	70	98	70
67	6	37	27	93
6	33	46	15	73
14	44	3	2	75
5	16	94	28	88
92	20	92	67	7
79	31	87	39	99
17	81	1	69	85
52	68	81	35	46
82	96	11	22	17

4	2	19	7	16
6	11	12	10	16
12	18	8	15	14
10	9	4	20	16
5	18	13	8	12
8	5	6	6	19
12	20	3	8	3
9	13	13	5	16
8	18	15	15	18
10	3	11	18	16
14	11	2	6	19
13	14	13	13	2
2	18	11	16	17
9	7	3	16	13
10	7	11	12	13
19	3	8	5	1
20	4	17	12	6
1	9	16	5	8
10	6	18	17	12
14	12	4	7	2


2	1	2	2	2
3	1	5	5	2
