200	2	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

76	2	40	11	88	7	30	58	74	35
55	6	31	16	62	70	13	22	73	25
97	81	67	1	87	66	43	1	31	90
71	71	55	41	93	54	88	39	78	74
64	74	73	67	23	53	90	40	29	54
57	1	35	56	87	32	60	44	61	87
41	63	60	24	95	75	96	79	53	37
52	9	65	65	40	15	94	30	33	83
42	17	67	91	74	14	34	82	45	31
82	42	69	42	20	32	81	71	96	66
35	28	75	14	47	31	6	22	13	36
97	59	14	53	99	67	3	24	16	80
51	21	79	42	30	53	24	51	20	15
2	84	62	36	5	36	28	20	83	41
20	2	52	7	1	20	94	96	27	94
95	48	74	45	97	31	17	83	38	6
9	38	48	93	69	94	83	33	22	46
67	52	84	23	93	14	78	12	81	49
32	64	1	33	53	26	17	63	56	40
96	56	63	96	73	67	3	51	53	59
52	32	73	93	97	40	46	94	46	2
3	47	32	40	85	95	32	65	30	9
59	7	48	44	29	15	91	21	13	22
41	26	60	90	60	58	73	32	64	32
58	23	5	1	94	90	75	91	49	97
13	65	33	41	16	89	95	54	93	56
18	90	44	67	50	69	17	59	24	52
35	29	51	32	17	15	16	97	63	37
25	16	5	50	89	99	54	8	45	23
63	33	90	79	85	28	63	90	87	11
82	89	50	31	51	40	18	59	14	77
27	80	36	67	95	86	75	27	40	69
51	51	31	68	79	84	54	84	44	64
37	20	7	59	9	37	50	24	70	96
56	12	12	51	58	98	3	67	65	93
15	75	56	91	56	59	27	13	42	46
10	56	82	15	97	88	7	43	8	18
57	45	74	71	11	19	66	23	56	60
1	47	52	50	83	17	49	24	55	27
11	89	9	58	66	55	85	94	43	38
49	30	35	33	25	91	22	27	85	15
56	60	45	77	92	69	77	68	26	42
26	90	70	72	41	39	3	14	33	82
89	23	38	93	5	20	49	32	85	62
51	47	25	50	38	62	94	93	39	42
53	34	21	11	14	37	88	6	47	93
63	43	81	48	19	69	21	51	41	65
76	20	65	25	81	91	94	76	1	62
74	69	81	70	92	94	69	80	80	60
35	16	11	39	76	33	92	15	7	84
48	57	91	76	48	28	32	37	75	52
85	53	92	22	92	25	41	69	20	82
83	84	8	29	56	18	45	58	19	78
80	10	43	51	94	12	2	66	96	43
68	38	75	66	32	4	90	34	56	84
44	59	41	83	28	49	65	48	45	93
11	77	89	48	71	85	3	27	56	65
63	18	95	34	50	68	69	8	94	53
50	76	86	9	3	82	36	12	72	53
47	45	66	63	24	65	94	67	53	53
75	9	67	59	2	18	94	56	80	24
53	96	62	5	72	11	84	9	39	7
