200	2	20

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

91	65	58	38	34	7	60	93	7	54	74	43	81	65	6	89	51	57	19	43
90	69	43	21	60	40	14	35	26	71	94	65	63	46	93	14	3	77	69	51
7	99	34	87	14	19	58	60	95	28	20	51	73	95	16	95	33	49	78	89
60	8	73	99	3	31	45	93	87	3	29	60	69	11	62	86	49	3	28	23
99	45	24	28	92	7	2	45	88	72	35	33	10	88	36	59	34	82	12	25
25	53	78	77	61	19	76	95	79	97	99	44	25	52	39	42	79	38	25	42
20	91	39	24	30	71	72	57	18	11	64	29	16	65	67	74	62	38	54	30
34	31	3	87	78	92	56	20	41	78	50	70	90	35	26	78	48	32	45	36
98	65	72	77	59	40	81	91	1	21	74	62	95	95	73	15	10	11	80	57
47	90	2	17	10	13	48	82	84	58	11	27	66	7	47	78	83	44	93	39
75	16	29	90	86	61	59	87	4	31	79	99	33	53	19	45	32	93	90	76
99	66	57	7	96	51	93	22	13	28	43	28	73	27	60	50	50	94	36	14
20	26	92	40	96	53	87	32	44	94	27	12	50	21	40	48	89	95	62	20
43	25	10	4	65	81	2	6	4	19	49	5	19	8	29	58	10	51	82	96
27	36	53	2	39	26	80	29	42	88	2	89	99	49	22	63	33	49	84	58
19	34	28	66	15	86	30	99	83	3	61	83	15	77	51	30	49	52	43	67
89	87	27	49	8	69	36	92	72	81	69	48	22	8	70	32	76	57	19	5
58	97	58	11	97	93	91	55	68	84	33	97	31	96	68	70	64	90	46	18
84	81	34	95	51	85	63	60	43	82	74	35	19	48	14	4	35	89	77	96
50	31	61	35	47	42	54	76	44	40	64	94	6	79	91	55	87	17	64	88
80	21	8	36	78	84	83	56	93	63	76	7	41	98	72	91	18	37	51	80
49	25	16	75	2	6	94	15	67	51	27	89	33	66	9	5	93	78	56	19
8	74	40	53	51	54	11	67	61	54	46	63	98	39	36	23	67	55	70	52
24	86	19	27	53	53	84	49	7	72	86	23	45	43	58	6	37	95	32	49
72	79	85	3	10	12	19	66	26	26	91	51	66	5	74	45	8	24	31	45
96	7	53	16	5	25	46	15	87	45	92	12	63	82	90	35	79	34	9	56
59	87	7	67	75	15	40	47	51	82	46	73	36	55	33	17	16	76	63	49
48	96	98	6	81	26	21	21	32	61	34	60	36	63	86	62	29	25	52	55
81	84	62	75	14	59	45	73	92	63	93	79	42	65	83	18	72	69	19	66
94	27	34	13	45	66	59	25	34	24	37	17	22	32	90	24	40	29	1	24
81	1	33	58	25	26	91	93	34	77	3	87	71	54	16	38	81	44	18	88
65	51	61	96	80	45	7	34	47	84	51	83	80	62	43	61	50	32	79	65
38	60	72	9	83	67	61	50	50	16	85	77	36	76	83	73	86	2	67	50
96	18	51	74	65	2	68	36	79	20	22	94	39	6	57	12	74	63	73	39
14	35	63	77	87	88	54	21	88	34	15	28	84	66	94	77	95	68	37	43
81	74	90	3	63	68	44	24	46	94	99	4	7	76	36	3	80	71	61	44
69	92	42	94	24	39	37	43	39	89	6	28	25	46	46	39	98	26	14	93
26	8	69	93	57	48	19	62	65	34	20	97	43	24	82	62	72	49	94	84
14	9	89	4	17	56	70	89	2	48	20	39	63	73	22	91	53	90	28	34
54	48	16	15	30	16	83	63	13	91	46	44	57	85	12	9	30	31	89	97
33	93	52	32	24	79	62	58	36	44	82	67	32	18	60	57	49	34	55	92
49	25	4	89	81	13	23	69	29	82	89	15	32	59	67	75	82	12	27	46
80	6	65	34	42	95	13	26	23	9	91	93	78	49	24	2	54	49	55	82
99	83	70	17	57	7	23	66	11	50	1	30	55	83	50	26	44	66	94	30
59	7	22	30	63	11	89	17	48	88	58	8	93	62	76	28	65	80	98	47
60	1	87	65	32	33	47	79	70	79	77	66	45	17	6	53	74	28	90	89
60	59	51	29	73	6	68	63	46	28	19	94	54	27	60	38	82	53	80	6
59	48	43	44	93	86	15	89	15	19	77	33	98	87	77	87	6	44	69	29
1	96	72	55	14	87	85	50	27	8	91	82	97	63	16	21	99	61	95	3
18	43	34	46	38	49	56	44	29	79	59	64	62	95	31	2	27	9	50	3
51	1	22	30	93	42	98	71	68	95	29	86	88	74	48	41	78	54	14	29
30	59	58	61	97	3	5	17	14	17	58	21	77	74	47	71	19	12	94	55
40	45	65	22	41	73	10	84	61	54	51	67	31	28	68	47	92	51	61	8
15	96	71	47	16	21	1	84	85	38	75	74	59	90	71	45	52	61	26	9
80	40	97	96	60	85	36	86	8	49	95	23	75	56	32	40	2	22	46	89
34	21	12	52	85	53	44	55	44	91	73	36	74	2	32	12	81	60	54	67
35	36	21	48	4	56	25	1	18	34	13	91	68	22	97	71	89	29	44	32
38	23	89	96	28	55	27	72	95	72	67	99	41	46	79	42	58	36	39	63
77	14	96	64	35	67	20	54	11	85	54	22	38	33	90	54	90	8	29	96
65	92	34	84	49	24	74	47	94	75	61	80	16	58	28	88	26	72	84	20
7	4	43	89	67	39	39	5	34	58	58	98	85	27	26	43	28	20	90	91
65	54	21	36	77	10	55	41	23	38	56	4	51	80	28	92	74	32	56	69
