100	5	20

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

41	16	7	44	77	27	30	85	52	7	72	53	71	18	15	42	13	78	31	26
91	13	73	46	42	9	17	53	66	19	91	85	89	8	77	6	56	97	40	50
29	44	20	73	87	11	31	74	7	91	60	37	26	35	69	68	53	31	47	85
48	55	21	3	79	3	33	25	47	61	46	18	95	18	16	94	28	34	38	10
9	91	76	68	61	44	60	3	75	57	40	74	15	57	38	50	93	30	59	51
31	57	36	34	91	92	16	28	69	13	3	26	56	71	21	76	27	94	2	82
84	28	15	46	59	89	65	21	97	21	96	19	84	80	17	89	64	44	62	10
80	41	14	85	39	21	44	6	31	55	48	63	96	67	36	27	76	38	43	3
47	47	97	28	4	51	16	56	30	36	1	49	86	69	35	1	88	89	72	85
84	81	23	77	36	4	59	38	5	53	97	69	56	1	84	90	1	10	89	60
49	42	82	3	71	27	78	68	48	31	77	83	47	70	84	40	17	48	67	24
69	19	67	24	56	31	85	54	36	74	15	7	96	49	17	58	9	12	9	57
97	3	9	99	88	84	72	93	89	51	62	30	81	88	67	90	34	9	14	29
27	51	12	87	27	32	55	53	21	41	64	28	72	99	15	93	75	5	51	88
71	98	13	17	31	62	57	91	50	2	33	6	83	84	25	68	79	55	57	75
71	60	88	94	80	50	7	84	58	88	47	76	40	55	47	25	82	81	60	43
37	80	34	11	58	85	7	51	45	46	35	8	49	61	59	43	15	73	31	57
79	18	76	83	51	18	71	31	80	36	42	23	68	73	84	73	95	68	8	38
60	98	27	80	61	27	54	91	71	74	38	21	75	30	38	5	81	79	97	4
43	72	32	92	93	95	31	21	99	84	85	56	86	63	8	6	16	66	79	23
98	12	93	68	99	14	19	23	31	34	77	40	65	85	28	69	1	48	79	82
98	5	40	21	83	33	38	69	60	5	72	87	14	31	25	16	56	86	77	95
25	86	3	61	46	51	80	26	7	94	34	17	68	42	40	87	33	83	68	4
18	3	81	19	94	96	18	32	19	60	6	93	71	72	84	2	61	43	13	44
3	88	46	32	82	9	21	31	89	27	66	37	21	90	91	70	37	78	1	24
24	7	22	46	65	67	16	45	34	42	5	20	57	27	17	21	6	83	97	45
56	91	73	92	55	50	83	10	64	92	42	14	58	67	4	35	74	66	82	28
98	95	73	12	66	2	15	95	67	66	11	47	9	70	75	4	79	67	23	72
34	93	8	74	17	39	29	6	53	99	71	30	95	68	94	31	4	26	61	48
93	54	10	42	83	11	20	77	21	40	69	46	4	72	20	59	9	55	35	46
94	32	86	12	96	10	68	43	54	14	58	83	83	81	19	1	67	38	26	5
93	97	37	61	61	79	25	22	45	95	5	64	95	16	55	69	45	15	7	9
1	76	95	99	92	46	65	45	59	35	90	64	16	8	16	44	22	97	40	35
