100	6	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

83	45	8	49	85
90	17	17	55	77
11	18	42	73	31
70	60	76	42	89
42	12	55	5	77
30	35	21	23	20
57	88	29	44	8
90	27	87	59	94
73	9	70	91	58
35	56	56	68	55
20	64	88	72	38
59	7	36	39	67
73	83	95	38	20
57	56	92	29	12
79	57	58	36	57
22	40	90	31	53
66	70	48	72	3
72	50	20	33	92
49	93	10	89	24
29	34	55	66	90
29	56	6	76	15
12	71	5	95	21
13	45	20	76	16
94	56	30	68	65
2	85	49	4	73
84	23	79	23	26
29	52	48	67	77
97	26	32	64	61
54	63	7	73	23
96	26	82	23	9
24	81	95	28	3
5	82	53	39	14
77	10	34	54	13
38	50	24	35	25
41	27	49	29	6
50	97	86	19	30
92	48	5	8	65
43	43	2	29	31
79	87	56	77	76
53	15	25	68	2
99	35	5	54	78
90	55	20	25	86
16	77	39	88	55
60	10	46	33	86
87	23	44	96	52
71	4	98	74	52
71	13	16	52	25
65	51	1	64	48
85	15	38	60	36
3	93	69	40	4
56	27	95	42	21
26	88	20	74	7
27	28	10	84	27
23	23	14	58	59
15	54	64	8	68
4	44	63	84	65
19	31	27	72	24
67	95	80	96	39
56	74	88	20	21
55	11	39	93	86
63	1	62	22	18
32	11	68	69	52
54	90	1	97	31
50	74	27	41	16
40	62	78	89	42
76	52	71	28	43
80	90	1	45	96
80	62	15	42	68
49	66	7	42	79
68	17	65	47	73
71	7	10	24	21
96	46	33	35	11
80	92	21	10	46
87	84	45	95	25
21	15	65	63	67
9	3	76	11	51
8	27	27	53	35
92	27	87	13	52
82	36	66	58	75
39	78	57	8	50
68	93	97	86	96
63	20	98	15	92
14	78	79	97	85
41	61	22	43	94
89	22	21	96	81
73	47	55	72	22
95	23	46	66	89
89	9	36	8	79
91	80	10	80	6
98	37	99	25	60
75	64	79	25	26
98	80	80	36	40
72	32	65	15	55
58	92	70	22	19
68	74	88	10	3
1	3	64	8	10
39	22	48	71	44
89	30	90	77	12
26	79	93	18	7
6	38	8	25	65

1	8	1	18	3
14	13	19	5	15
7	4	10	14	9
4	5	17	15	1
14	19	12	7	19
4	20	10	10	17
2	15	19	11	8
19	15	14	13	6
14	19	17	12	16
4	19	3	18	6
15	2	18	8	20
14	8	11	15	4
4	20	7	20	4
2	5	13	15	7
17	19	18	1	13
18	15	10	9	3
20	18	16	9	10
6	14	16	9	11
10	8	19	4	4
1	10	15	6	5
20	13	17	2	4
15	11	10	18	18
10	13	15	2	13
11	15	16	2	10
20	12	15	17	9
9	19	19	18	17
20	2	4	16	17
3	5	17	5	8
1	13	3	11	20
11	9	15	4	10
18	18	2	8	8
1	1	4	17	1
6	14	12	10	19
13	11	15	12	12
20	4	5	15	11
2	2	3	1	6
4	9	13	1	9
13	10	9	8	18
4	3	9	16	4
2	12	1	15	8
9	16	19	14	3
13	10	19	8	4
19	10	6	8	6
5	20	8	16	9
7	4	10	8	18
11	14	20	14	11
17	17	16	4	4
17	14	17	5	3
1	18	3	6	15
9	11	6	13	3
16	10	4	19	1
12	3	15	12	2
2	4	17	12	12
1	8	1	7	4
15	6	8	2	14
7	3	1	8	8
8	12	14	2	10
5	5	13	16	9
18	1	15	5	1
20	19	15	5	12
18	15	3	15	10
17	1	13	10	12
11	15	18	4	17
6	12	11	14	6
18	3	13	6	1
18	2	2	11	17
13	4	5	10	13
3	16	13	4	5
11	9	12	20	19
1	2	16	7	15
12	4	8	1	1
16	11	11	20	7
3	15	11	18	14
15	10	1	1	16
2	3	6	20	15
5	7	16	2	16
10	15	6	4	6
8	14	9	7	14
12	17	3	3	9
4	12	19	4	11
18	13	10	13	2
1	20	2	10	10
5	18	6	12	10
5	12	17	17	11
3	19	6	5	10
7	1	7	18	17
9	8	7	14	17
16	10	12	14	16
5	14	7	6	10
2	13	15	10	11
12	12	18	18	4
16	18	10	15	18
9	1	4	2	3
10	17	3	16	5
14	4	9	12	13
9	20	13	3	10
16	8	8	18	13
11	18	7	11	11
8	1	11	6	17
6	6	6	2	6


1	2	2	2	1
5	4	2	5	4
