100	2	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

9	14	77	96	40
42	43	49	3	80
97	84	76	85	39
38	33	11	77	46
60	99	79	24	70
84	34	93	89	4
77	85	72	31	41
18	20	94	26	64
51	88	6	93	72
20	27	30	6	1
8	57	93	44	82
58	74	42	3	30
66	49	30	31	40
80	3	1	77	73
97	29	68	9	68
43	50	20	68	93
56	21	50	7	26
18	63	46	48	43
51	41	4	20	1
82	18	21	13	93
37	75	37	69	46
88	96	83	78	33
48	49	34	17	66
35	81	74	75	23
85	78	79	86	50
7	77	43	56	25
61	8	37	3	37
23	34	67	51	97
28	93	82	16	51
99	68	93	26	67
21	95	2	68	35
54	10	37	50	63
49	98	66	67	25
29	52	79	30	27
77	80	31	70	71
16	3	79	18	2
8	55	27	14	21
24	20	76	51	51
80	61	83	65	13
39	68	57	80	29
70	96	56	23	19
18	56	92	27	23
97	21	65	85	9
16	88	52	11	12
32	67	2	34	97
98	65	99	96	88
43	18	55	73	66
30	42	91	5	26
34	47	96	87	16
44	2	41	13	33
70	59	96	30	78
27	49	49	60	64
52	35	6	68	14
60	38	90	93	48
51	61	59	85	52
53	27	68	11	93
38	94	86	38	74
24	20	17	55	17
12	11	52	97	11
66	99	51	36	84
49	38	58	3	85
27	48	78	70	77
4	81	89	99	9
84	50	29	37	14
12	35	64	6	76
64	78	5	9	92
77	10	22	88	19
24	34	23	19	77
66	30	21	4	63
18	27	26	50	7
79	84	65	81	70
17	69	24	82	75
99	87	5	67	49
21	30	49	27	56
18	37	80	16	70
4	77	61	58	14
60	66	58	87	73
89	41	92	38	1
40	46	95	79	26
36	95	77	57	54
71	98	53	12	59
89	21	12	10	65
11	38	20	95	85
53	34	85	11	15
70	25	23	44	14
75	53	86	66	57
52	24	92	88	60
97	91	34	90	57
57	54	88	81	81
65	76	63	72	24
68	24	69	70	40
75	19	24	54	89
20	81	63	43	27
4	71	46	52	95
71	32	83	54	68
76	81	32	84	20
51	13	88	52	39
77	17	68	38	92
93	81	25	14	37
16	53	51	96	14

9	11	20	7	4
1	16	6	20	2
9	15	2	12	1
15	9	20	15	3
3	14	15	7	8
20	16	13	10	17
3	16	7	9	16
19	17	3	13	13
17	3	6	4	6
12	10	13	17	20
12	14	4	1	16
9	12	5	11	3
10	14	2	17	4
7	6	8	17	9
3	11	2	11	11
14	7	4	12	10
13	2	10	5	18
16	19	8	11	14
3	2	20	17	3
9	12	7	2	14
15	15	5	3	16
5	6	8	5	3
11	4	15	9	19
11	2	8	17	16
16	17	1	14	11
20	11	14	8	20
20	4	12	6	13
1	8	9	6	2
18	3	18	15	10
17	3	11	15	3
13	9	16	19	9
16	11	20	17	2
13	16	12	8	6
13	8	17	16	11
16	18	19	3	17
17	9	19	14	18
10	7	9	17	17
17	6	11	4	3
18	13	6	16	18
1	20	2	10	11
11	10	9	4	3
16	5	5	2	1
12	5	11	19	10
13	7	15	11	17
10	12	6	6	12
18	12	6	12	15
17	10	17	17	5
5	13	12	5	9
1	19	9	11	20
10	3	5	16	7
16	16	3	3	2
6	18	12	1	10
4	13	12	19	1
15	17	11	13	5
5	8	2	13	5
16	19	3	19	16
8	19	19	10	15
17	11	15	1	13
7	7	1	10	9
14	2	10	10	12
19	4	17	3	5
10	8	8	6	17
15	5	15	18	5
14	9	9	8	9
20	18	11	14	18
9	10	11	14	14
5	15	4	9	11
18	9	20	3	4
5	16	12	8	11
10	2	12	13	18
1	11	18	20	15
17	20	13	17	10
3	6	16	14	7
18	15	7	16	9
14	17	11	14	12
15	5	15	13	19
7	11	4	4	7
13	13	11	2	12
2	10	5	4	19
20	7	8	20	3
4	16	19	6	18
20	3	12	7	12
7	1	7	3	10
6	18	9	18	2
3	10	6	17	2
16	4	3	2	12
7	2	18	14	2
18	10	7	2	8
1	9	16	1	20
15	20	4	18	10
6	17	6	11	16
4	3	6	7	17
1	5	3	2	8
9	2	17	4	18
13	1	4	12	17
13	7	10	2	9
19	6	5	2	3
10	2	6	7	10
1	18	18	5	13
16	5	15	4	5


2	2	2	1	2
5	2	3	1	5
