20	5	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

65	26	25	27	82	48	94	11	59	11
98	69	83	95	85	38	69	89	5	99
93	21	51	93	59	50	18	12	47	43
80	74	79	84	62	89	95	30	62	80
24	35	98	32	31	11	46	79	20	99
10	72	13	21	12	42	17	54	70	44
64	65	28	33	87	52	40	54	34	90
94	71	34	64	67	17	65	37	18	10
58	54	72	28	17	46	73	30	52	26
56	57	26	71	34	93	41	79	59	6
46	51	7	83	79	14	60	59	71	62
50	35	19	12	88	5	94	69	31	33
8	7	29	33	16	82	99	33	40	54
41	22	85	4	96	73	35	16	4	44
36	39	31	33	9	8	72	61	22	7
6	96	88	24	39	93	11	11	10	5
98	88	20	90	99	25	95	55	47	12
49	82	27	70	86	61	31	29	21	73
81	19	86	68	18	71	86	3	53	99
14	81	21	1	65	89	8	7	7	51

7	12	3	9	1	5	11	20	7	3
20	10	9	9	2	7	16	9	19	5
3	9	13	9	3	11	9	18	2	16
12	9	15	17	18	7	3	6	9	13
7	20	15	4	7	16	16	4	20	12
12	20	16	13	19	17	19	9	8	4
13	12	1	2	11	13	20	8	10	18
7	13	7	15	13	10	1	19	12	15
6	20	8	19	16	17	14	3	9	3
12	13	9	2	4	4	13	4	9	6
2	7	18	7	4	10	8	2	6	16
10	18	18	1	9	20	5	5	13	6
20	13	6	12	5	20	18	4	9	13
16	14	16	3	5	11	13	11	5	11
6	18	4	16	15	11	10	6	4	18
16	12	16	4	9	20	10	13	15	2
10	3	9	19	14	8	14	10	7	8
1	19	4	19	5	10	9	15	4	20
10	18	15	6	14	5	8	11	4	5
5	15	7	4	5	20	4	16	17	18


1	2	1	2	2	2	2	1	1	1
5	3	5	5	1	5	5	1	4	3
