20	5	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

39	46	75	38	48
51	69	99	93	97
34	88	20	33	93
80	89	72	86	18
81	26	17	11	90
13	61	16	82	39
45	31	93	17	99
5	43	33	72	9
41	76	24	96	67
29	85	93	36	28
76	27	15	25	20
6	63	3	75	9
41	38	8	92	87
70	67	11	41	50
87	33	22	45	80
54	17	68	11	19
5	40	14	50	18
25	63	32	56	27
38	30	4	92	97
61	53	90	50	84

4	19	11	17	1
17	10	16	18	19
2	8	1	19	2
16	7	7	9	19
3	7	14	19	8
2	11	19	12	2
15	20	4	10	18
5	10	3	10	17
15	3	19	8	7
5	9	17	9	15
7	15	18	7	17
1	9	19	5	1
1	7	3	13	18
6	16	11	16	7
17	2	10	15	2
19	11	20	20	16
19	14	15	15	8
7	3	11	12	7
5	15	7	18	11
12	19	17	15	9


1	2	1	2	2
3	1	1	1	2
