200	6	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

56	74	1	1	60	92	61	51	15	97
1	68	4	39	34	19	19	45	7	70
69	43	93	50	58	80	83	30	19	24
9	49	85	96	55	32	44	9	23	4
28	71	93	15	75	70	53	86	86	4
98	73	96	65	45	13	79	92	85	80
67	29	69	89	45	77	49	10	95	40
65	32	61	89	49	4	38	36	21	72
5	70	25	96	50	40	96	87	53	68
11	88	91	25	20	51	34	96	38	85
65	78	63	69	86	55	99	48	92	81
54	4	84	4	16	97	59	90	17	71
33	25	48	94	64	66	32	74	51	56
25	40	69	49	27	73	94	24	84	40
43	72	79	80	58	23	42	33	68	94
38	59	50	72	82	49	77	25	26	56
91	24	8	92	5	52	32	32	7	60
91	26	52	65	79	76	37	2	14	68
51	79	77	21	47	69	73	55	46	55
89	10	60	21	33	64	41	75	34	14
58	63	34	48	85	33	39	23	82	5
65	61	51	3	88	18	52	75	39	56
45	8	83	11	85	14	95	10	62	82
56	80	9	15	65	92	66	1	87	53
41	7	84	62	56	38	30	53	47	58
31	94	43	31	41	61	13	49	45	68
45	54	7	2	54	34	62	53	40	81
33	28	60	7	31	36	24	33	23	7
40	9	9	31	30	96	89	12	47	9
54	42	66	19	94	90	29	55	81	83
32	9	93	14	43	90	87	8	86	19
86	86	49	42	52	18	53	87	84	30
15	8	36	51	28	55	2	77	13	53
92	45	50	97	5	70	48	70	85	52
26	58	48	57	73	32	68	58	55	29
34	96	86	99	61	96	75	36	58	17
34	2	66	12	44	24	71	33	36	57
79	41	46	63	24	83	10	8	96	25
69	49	96	71	60	76	20	1	75	1
81	63	31	82	13	10	40	64	86	67
40	35	57	17	31	92	10	42	17	24
4	21	50	65	4	55	65	32	88	15
55	42	87	28	23	62	63	69	48	34
2	59	57	73	10	37	86	4	20	5
80	5	60	5	59	39	36	97	93	49
33	1	7	64	99	18	82	47	89	81
80	86	95	21	88	25	13	72	6	73
34	36	83	39	79	5	5	43	56	32
22	21	21	57	40	14	91	73	18	9
30	29	19	5	91	83	86	13	50	24
68	12	34	99	90	53	22	65	88	61
36	57	76	52	6	63	17	65	88	3
74	16	58	24	90	3	6	12	31	66
76	8	27	54	28	9	53	19	40	42
52	63	23	78	36	70	7	89	8	82
71	28	76	70	94	1	73	90	71	84
10	88	23	61	59	97	27	12	33	87
74	75	23	21	15	41	73	8	49	38
53	20	88	9	12	25	15	78	95	52
67	63	15	56	58	30	50	21	45	85
41	21	95	75	88	11	32	33	85	48
93	13	31	71	53	87	10	82	9	28
80	86	80	62	24	46	8	62	74	81
89	33	23	7	66	90	73	57	95	38
62	11	96	11	93	8	98	21	80	54
38	44	84	89	91	66	38	54	84	7
2	83	1	69	73	87	94	49	64	36
57	30	77	60	48	86	38	94	72	50
38	59	81	42	13	69	99	46	19	96
83	24	47	22	87	86	73	75	68	75
71	81	88	12	29	87	13	96	39	53
53	76	78	77	74	82	47	73	77	99
10	80	99	45	41	49	41	14	67	55
8	43	52	44	64	65	14	50	51	53
13	2	54	4	36	33	31	51	29	6
37	69	24	28	71	71	83	11	65	78
45	14	76	76	18	41	28	51	62	81
95	60	83	32	44	7	50	55	52	34
32	96	91	4	67	47	17	10	89	18
98	11	9	10	12	30	75	90	45	71
86	74	18	84	57	10	18	84	5	72
88	23	9	82	39	66	85	12	94	86
63	3	15	33	95	24	97	19	73	37
8	12	74	42	37	27	36	82	62	30
36	45	30	85	8	4	60	72	94	96
68	61	22	98	21	53	72	8	94	72
30	61	53	49	87	16	29	53	23	44
19	21	71	48	55	70	48	26	29	86
43	4	50	45	24	17	55	98	7	79
86	35	37	24	2	72	4	76	36	47
24	42	71	96	96	27	80	22	4	32
75	75	3	74	14	80	14	68	83	38
41	27	71	8	13	54	14	26	75	53
48	60	76	30	88	97	95	81	49	12
92	53	21	19	63	70	2	22	83	55
49	9	22	91	77	20	37	51	4	44
63	61	21	20	65	95	24	68	46	3
9	21	75	84	41	73	26	48	59	98
93	10	67	43	2	68	60	3	21	75
