100	5	20

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

17	19	50	86	72	5	35	44	8	38	81	68	21	51	21	83	42	15	93	26
91	70	34	94	54	20	61	50	66	79	54	42	93	23	80	2	16	2	89	5
1	20	32	2	71	49	51	84	90	19	39	95	99	63	47	25	78	38	99	72
80	16	94	79	38	98	94	8	50	73	34	13	11	3	97	90	71	26	50	15
82	93	81	10	58	72	84	22	71	56	11	12	74	34	72	56	74	5	87	28
14	17	46	36	45	42	37	17	30	59	32	26	45	60	75	83	19	91	72	51
93	58	85	44	66	74	55	66	76	90	69	20	23	16	29	3	75	48	67	78
70	61	77	16	92	73	48	2	28	59	99	14	85	5	97	75	98	7	80	97
22	24	95	99	97	27	78	92	60	56	51	42	46	60	14	41	77	12	14	61
63	31	33	12	13	11	38	37	32	55	58	2	36	71	20	89	39	95	42	87
16	73	43	96	72	31	13	2	40	9	89	45	71	40	7	66	89	83	50	17
25	69	78	99	31	88	25	98	95	96	7	98	65	30	93	97	82	99	46	40
63	31	55	20	30	60	84	49	49	63	98	20	95	34	82	54	98	11	70	36
24	1	68	28	98	17	69	9	86	3	50	2	72	38	88	46	44	47	92	42
31	57	73	34	7	99	5	50	8	95	4	71	54	84	41	62	50	9	51	25
81	98	24	25	12	2	35	21	10	67	65	73	20	10	92	37	63	18	5	18
42	16	41	63	12	84	65	25	23	16	96	20	57	2	33	88	88	9	18	85
52	64	20	99	93	61	27	64	38	74	83	2	84	92	43	77	23	99	1	42
40	84	51	32	19	4	52	63	9	91	76	78	40	30	32	47	73	28	75	75
72	97	30	22	73	84	12	9	98	62	21	81	78	38	17	83	56	75	28	78
9	86	53	95	82	38	91	78	93	74	70	10	92	3	37	64	83	52	53	94
90	16	13	27	59	6	1	43	16	81	20	58	77	84	10	96	84	94	87	23
94	39	10	77	14	30	60	11	94	82	21	34	87	80	73	62	69	63	55	62
46	85	6	97	80	55	89	38	9	15	55	81	42	90	15	66	31	76	98	28
10	47	94	47	68	13	9	38	9	14	33	84	49	71	64	10	45	45	7	22
56	5	88	71	25	62	26	95	70	97	61	7	44	99	70	90	65	43	96	12
55	40	43	8	66	80	5	32	6	82	6	37	70	59	84	52	58	97	41	88
70	55	14	50	71	72	9	40	80	92	37	81	11	79	53	3	2	4	65	86
77	14	50	55	9	85	16	98	99	56	9	21	43	18	23	50	79	12	51	76
88	77	35	9	18	90	77	28	11	26	33	82	3	69	43	19	12	65	76	39
1	49	83	25	57	62	23	81	4	55	61	94	60	12	96	50	18	29	9	95
42	55	94	78	52	57	80	53	78	9	37	50	20	6	78	67	93	87	85	17
25	2	55	84	86	85	67	18	6	4	65	27	88	1	36	40	41	54	40	20
56	52	93	11	93	74	58	90	20	97	62	90	98	9	44	39	75	58	30	57
24	67	67	94	99	94	52	88	75	32	32	61	92	34	35	89	92	22	85	80
21	65	66	30	8	32	44	85	29	69	54	47	95	26	42	95	97	51	61	66
11	16	36	11	88	3	71	39	37	87	93	50	65	83	87	27	15	8	59	79
58	68	11	68	68	82	97	80	7	39	25	3	87	61	78	56	78	53	72	62
59	93	14	42	93	9	88	80	27	19	73	79	28	12	89	90	22	58	4	83
89	95	91	70	87	97	69	20	32	53	56	67	12	17	59	21	68	97	63	74
59	19	17	29	62	88	4	45	77	70	70	98	92	39	49	50	61	71	55	72
30	83	21	89	49	76	92	63	56	90	13	24	31	4	93	92	30	88	76	10
53	76	58	64	39	93	78	83	80	66	51	76	2	33	71	60	25	21	21	28
9	63	5	42	91	89	57	69	24	61	90	84	36	31	13	10	51	64	20	22
86	12	56	54	72	32	62	27	42	9	99	71	14	34	84	3	49	70	95	23
80	15	66	84	27	39	11	45	91	15	2	23	34	43	75	28	54	91	60	42
49	15	77	80	85	57	37	53	63	14	53	5	1	45	80	92	7	16	48	77
38	80	80	49	42	60	41	35	23	40	20	94	32	26	57	49	75	41	56	94
67	56	15	81	80	55	60	79	52	65	7	29	12	84	9	50	66	20	98	94
19	57	92	79	33	85	38	35	80	56	74	67	98	18	74	96	5	56	7	40
40	22	31	10	61	49	50	26	45	25	27	53	24	20	48	46	77	29	95	21
40	68	13	4	45	53	78	71	39	70	82	50	49	13	52	3	88	5	41	64
14	19	86	90	64	74	50	75	32	50	52	99	81	49	7	42	80	53	53	44
55	47	84	74	61	67	42	9	62	83	2	82	46	72	83	60	97	37	72	56
85	65	73	90	94	39	54	87	48	2	61	73	82	83	26	18	34	7	39	28
63	78	16	83	93	54	50	72	56	82	38	4	1	73	13	91	19	35	15	80
7	94	68	76	45	1	95	56	97	50	72	43	96	96	50	4	87	23	74	22
37	44	92	44	81	41	86	91	6	69	29	6	80	63	12	8	74	28	12	80
24	94	32	59	19	73	81	71	18	52	69	10	26	32	44	45	52	47	61	11
36	8	27	91	55	32	22	38	97	76	86	5	65	93	14	86	1	56	30	20
86	65	28	4	95	89	54	34	49	27	94	96	77	15	22	5	58	89	44	32
84	21	66	71	70	55	37	71	78	90	27	72	58	19	67	46	40	75	77	26
93	51	5	84	79	43	79	90	22	7	6	78	69	32	97	48	74	72	60	72
11	48	62	83	90	44	36	71	3	47	39	46	6	63	80	55	84	25	60	85
62	39	58	60	97	39	56	96	79	21	86	91	29	79	40	66	83	52	13	32
68	77	22	40	98	45	64	88	72	60	81	31	24	39	24	42	74	57	16	86
85	85	5	11	66	82	46	78	49	53	75	8	2	84	94	14	84	87	80	60
62	61	72	8	1	47	41	60	93	86	76	94	66	67	99	17	76	65	83	96
29	47	59	97	10	5	54	8	35	60	43	15	10	15	83	65	56	25	76	86
72	63	88	58	62	5	89	3	87	2	90	6	21	45	52	82	93	34	15	67
66	78	62	43	39	69	44	59	37	42	5	33	92	47	78	64	4	73	69	95
14	91	87	80	55	69	60	25	29	71	56	65	44	24	50	65	52	60	17	25
70	36	19	62	86	40	82	25	5	4	74	85	95	94	50	31	70	31	29	22
28	50	87	55	94	54	60	85	40	85	68	6	28	24	77	45	4	66	77	15
55	15	6	69	55	77	86	5	39	28	67	5	13	51	68	50	57	34	75	94
48	88	41	58	62	75	7	76	5	83	66	54	20	27	10	76	14	63	52	30
15	67	71	24	85	39	37	13	98	59	97	82	25	52	55	61	97	56	42	21
47	77	7	58	94	20	34	46	40	78	67	62	51	5	26	32	26	78	24	37
61	22	61	96	52	81	77	3	20	41	24	77	38	33	91	58	18	9	76	16
67	39	53	4	50	95	99	72	45	67	43	8	71	92	26	26	34	81	56	55
70	24	33	28	85	7	18	69	98	23	61	44	8	99	56	61	20	59	9	47
74	80	76	5	61	33	30	54	44	11	28	52	47	53	88	97	14	37	32	19
47	91	22	19	94	75	87	93	18	49	3	56	56	77	73	40	81	26	33	62
23	41	78	37	4	46	22	55	36	57	2	60	27	20	23	87	11	88	59	6
86	72	61	76	39	88	63	95	51	56	82	57	40	92	3	97	74	74	43	5
48	66	75	77	86	29	79	89	16	71	25	31	79	56	60	20	53	32	81	91
45	11	29	60	71	5	57	79	97	3	67	41	28	71	57	1	97	73	10	23
68	6	72	65	47	2	93	50	21	24	57	2	26	77	64	2	1	9	8	76
55	50	90	99	55	63	73	62	18	77	31	23	86	96	82	5	10	35	76	7
5	35	4	72	40	79	46	49	77	26	22	77	63	66	35	53	83	75	67	41
95	54	72	30	64	47	66	91	1	85	98	86	13	91	16	12	74	73	91	76
41	21	40	12	46	49	62	47	2	87	75	16	71	47	81	85	18	12	12	32
31	47	57	87	84	57	56	31	27	56	35	78	27	35	42	22	4	58	22	27
27	38	8	37	75	9	84	6	64	94	36	29	10	51	4	70	54	54	63	45
18	2	9	2	9	17	11	79	73	22	99	45	17	79	79	6	55	5	39	91
6	89	61	10	28	58	48	55	32	53	38	58	16	79	94	69	49	40	85	11
32	22	20	24	16	61	86	38	25	37	67	78	34	7	9	51	51	71	54	3
98	91	58	46	36	51	2	85	31	98	53	33	72	67	11	65	38	90	97	82
38	29	41	14	10	85	58	37	7	12	75	98	48	20	94	42	93	39	22	22
85	18	43	16	70	42	34	32	88	65	7	10	69	51	10	26	93	51	2	93

18	2	18	10	12	5	15	18	3	13	12	17	14	2	11	2	7	14	19	10
5	2	12	14	5	8	20	2	9	11	2	17	17	7	18	5	18	3	10	15
5	6	6	4	9	3	14	17	17	20	16	12	8	5	14	17	14	12	11	10
11	1	14	9	15	17	20	17	2	10	5	11	12	7	20	19	16	13	1	8
16	4	11	7	9	2	11	3	8	14	3	10	12	8	20	8	10	13	7	13
8	17	1	7	1	13	3	10	17	11	6	13	5	2	10	18	16	1	3	12
9	15	14	18	8	3	2	4	6	14	10	11	18	13	5	20	12	17	15	17
17	2	5	6	15	18	2	1	20	12	10	17	6	8	3	6	16	2	7	16
13	17	8	12	15	2	7	11	10	2	1	16	4	5	4	19	10	20	14	1
5	13	14	18	11	19	18	2	7	3	11	6	15	4	10	1	4	18	7	19
2	13	8	7	11	2	5	2	7	16	12	10	3	7	18	16	3	11	6	7
20	16	8	3	20	12	11	10	10	17	20	7	8	10	18	19	7	10	13	18
11	16	19	19	5	20	8	11	3	14	7	12	6	10	19	1	14	10	17	6
16	13	14	14	9	7	5	7	11	17	7	9	1	12	15	10	17	5	4	2
2	1	13	12	17	8	7	12	4	7	2	5	4	12	4	1	3	1	6	14
1	2	12	12	12	7	10	5	19	15	4	4	14	18	14	14	4	18	15	19
8	18	19	4	12	19	20	16	12	9	8	16	11	5	7	20	16	2	7	2
18	20	19	10	13	4	2	7	10	4	6	5	4	6	15	3	18	19	13	7
7	14	7	15	11	10	9	3	18	15	7	18	12	10	9	3	9	10	19	3
1	20	9	17	13	5	11	5	4	10	5	3	14	9	13	13	10	13	11	11
6	12	12	2	7	8	18	16	11	8	6	5	15	4	15	12	10	12	6	1
10	11	8	13	6	16	6	2	18	8	7	4	1	7	5	20	19	10	13	6
15	16	1	12	10	15	15	19	5	4	18	14	14	12	4	11	7	6	14	7
15	17	18	16	19	1	14	13	8	2	14	10	8	10	17	17	5	19	7	18
5	10	6	9	12	19	7	10	17	2	1	17	3	16	1	10	15	20	9	16
16	1	11	7	2	8	8	2	1	16	6	8	20	14	3	2	8	14	4	16
14	15	20	10	5	9	15	18	16	10	1	4	2	15	4	16	1	15	5	5
20	7	6	15	7	2	4	4	10	11	7	19	19	15	3	1	9	4	5	7
9	11	1	14	19	12	15	7	20	16	12	7	12	6	11	9	4	18	12	13
11	2	17	1	17	13	7	20	16	7	16	4	12	18	12	10	14	17	7	15
17	3	1	12	15	6	9	11	16	15	13	16	9	3	7	17	12	4	7	4
3	7	9	9	10	9	8	20	20	2	17	3	2	1	14	18	1	9	11	5
15	3	3	18	5	19	3	12	12	3	2	14	19	7	14	18	10	15	13	5
7	7	4	6	6	3	8	13	7	9	17	13	10	8	18	10	12	16	18	6
18	12	12	7	9	5	2	15	3	11	16	15	5	1	1	8	18	8	8	2
11	1	5	20	9	19	6	14	9	9	3	12	1	19	3	9	1	18	13	14
7	6	11	19	14	20	1	10	5	5	2	3	4	11	20	13	1	3	5	15
3	15	11	1	8	13	14	12	7	9	6	8	20	17	15	10	1	18	16	5
6	15	2	11	15	19	18	11	3	19	10	20	10	16	6	18	20	9	7	15
14	20	6	18	2	3	15	6	19	20	1	20	12	16	7	18	6	10	4	6
8	5	14	9	2	3	20	4	17	4	10	3	4	3	20	20	11	10	11	8
4	10	15	18	7	5	10	1	19	14	18	19	3	19	5	18	18	20	16	20
6	6	19	10	5	7	4	19	14	1	10	2	5	3	10	5	14	16	12	14
19	15	19	3	7	18	7	18	4	11	12	9	19	10	10	20	12	20	5	8
1	13	9	10	14	17	16	18	20	2	8	11	4	13	1	20	20	1	15	17
10	16	19	13	20	18	4	10	16	5	5	16	7	12	19	7	15	11	11	18
4	17	11	14	9	7	2	9	4	14	15	3	17	20	10	4	15	3	19	3
4	4	6	6	17	3	14	1	3	3	11	14	3	18	11	12	7	16	9	9
17	16	10	20	20	16	10	17	1	14	16	11	4	6	8	10	11	16	10	1
1	15	13	12	19	7	2	20	16	3	18	7	12	10	6	12	19	15	3	1
8	13	15	13	11	7	8	10	13	3	14	10	13	13	14	10	14	2	20	10
10	1	3	12	7	15	9	18	8	12	5	12	13	5	3	18	1	9	8	8
11	10	15	4	19	18	1	8	19	4	17	9	13	3	15	4	18	7	4	2
15	11	8	10	2	18	4	19	3	9	13	17	13	8	7	15	14	6	4	10
11	6	5	6	17	4	16	14	18	6	2	12	7	6	20	13	2	3	2	2
11	7	4	1	10	17	4	20	15	14	5	14	4	6	1	2	19	14	1	15
2	3	7	1	8	6	16	2	8	12	19	13	16	2	20	11	4	14	8	9
16	13	4	12	12	3	3	12	8	18	3	11	19	1	6	20	3	19	2	10
17	19	17	20	10	6	5	10	16	20	2	9	2	7	13	8	17	1	10	1
12	2	14	10	19	2	19	7	8	18	5	11	9	3	8	3	9	14	6	9
12	18	6	18	3	2	7	19	18	19	2	16	16	5	9	17	15	4	17	18
15	19	5	15	20	11	19	12	15	5	17	16	4	20	18	3	20	1	20	1
6	10	13	11	20	12	19	10	6	11	2	6	15	18	5	5	11	3	17	3
6	8	18	4	2	3	9	14	20	3	13	3	7	19	13	9	3	17	17	4
9	19	3	3	11	7	1	14	11	15	9	8	9	1	20	6	6	4	11	8
15	7	9	3	10	6	1	13	11	12	19	8	14	18	10	5	15	20	14	10
20	16	6	2	13	13	7	13	19	13	6	17	17	7	19	19	3	1	19	16
8	6	11	2	14	2	19	19	17	15	12	14	13	8	16	6	11	2	14	15
16	16	19	2	1	17	18	13	1	7	4	10	5	8	9	10	9	1	2	8
4	9	6	20	20	16	12	2	12	15	2	4	13	10	3	9	1	5	5	5
3	6	10	9	14	17	12	14	4	14	17	14	18	9	8	18	9	13	6	13
3	17	8	9	20	18	14	12	11	9	5	8	9	3	8	13	5	14	6	10
15	15	14	16	8	1	15	1	8	19	9	18	18	5	19	17	13	20	9	10
11	2	17	12	3	14	5	18	12	7	11	12	9	11	13	3	5	4	15	14
10	4	15	16	18	10	5	16	10	10	16	10	16	7	20	16	20	17	14	2
9	10	20	17	8	9	18	17	4	6	3	17	8	13	5	14	18	17	7	17
18	2	18	4	2	2	10	16	20	3	11	18	15	17	13	19	20	17	11	14
19	18	16	8	5	6	14	19	14	1	6	17	1	7	1	3	9	11	6	8
3	17	16	14	17	13	1	18	2	16	17	18	13	11	13	15	12	19	7	3
6	12	20	8	20	9	8	15	2	12	9	11	20	1	10	7	14	10	10	18
2	10	8	15	17	5	7	3	16	18	5	15	8	3	7	14	11	1	5	4
9	14	12	3	14	8	12	5	13	2	8	1	9	10	12	17	12	18	6	16
16	11	16	1	12	7	7	9	8	2	7	17	17	12	16	18	1	14	13	16
6	15	7	18	6	6	17	3	11	16	9	5	4	2	7	3	6	14	4	12
5	11	6	7	6	6	3	12	19	20	2	3	9	12	4	19	19	10	2	19
8	19	7	16	12	2	14	19	12	17	18	19	19	18	12	5	9	7	9	4
16	13	18	8	19	9	19	9	11	5	8	12	5	18	9	2	4	12	20	11
2	9	7	18	7	14	2	10	1	15	7	10	17	5	17	19	19	18	7	10
9	18	2	6	5	4	10	8	5	9	14	16	13	2	16	15	9	12	6	18
5	4	3	2	14	14	7	3	10	1	5	18	3	16	16	15	14	9	6	7
6	16	11	10	9	17	6	16	8	14	17	2	16	8	13	6	1	3	10	3
1	10	18	4	2	16	17	15	1	17	12	14	12	6	1	9	17	20	9	17
10	15	13	1	16	1	3	9	6	12	18	16	8	7	9	11	2	9	1	3
12	9	2	16	6	14	17	12	1	15	11	4	9	18	14	8	7	14	16	19
3	1	5	3	15	12	10	17	11	14	5	1	4	10	13	7	17	10	13	4
16	10	3	16	7	11	10	5	15	16	5	9	11	5	9	12	17	5	15	20
18	8	15	3	5	9	5	14	16	17	3	8	15	20	18	16	7	2	4	15
15	19	16	4	2	7	10	8	14	9	11	12	14	17	17	4	1	5	16	18
8	19	13	17	6	7	20	9	14	8	18	1	11	1	17	8	15	10	15	9
10	12	8	6	6	18	2	5	20	1	16	2	17	9	4	4	3	19	8	6


2	1	2	2	2	1	2	2	1	2	2	2	1	2	1	1	1	2	1	1
3	3	1	2	5	2	4	2	4	1	5	2	5	2	5	5	4	3	4	1
