200	3	10

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

52	64	79	43	2	52	35	10	45	26
79	95	17	1	38	57	11	56	99	27
4	97	24	64	92	20	44	83	18	14
47	46	37	45	58	27	91	64	2	31
96	41	81	34	77	63	83	15	67	96
83	44	95	27	39	32	95	38	28	7
90	8	3	65	48	34	40	49	5	19
32	8	85	53	53	96	7	36	96	67
62	4	33	12	10	61	95	30	98	36
91	2	61	2	52	14	16	45	45	30
34	97	18	16	71	90	67	53	46	9
63	79	8	14	28	53	10	25	89	34
52	56	39	24	70	34	18	65	9	37
34	21	79	69	56	14	29	46	88	32
88	88	1	26	46	51	41	20	99	59
21	77	42	2	95	77	57	76	73	42
3	31	47	8	8	85	24	94	67	18
40	45	24	28	19	66	88	44	16	68
59	80	12	2	15	71	54	21	31	58
16	96	95	40	62	19	98	53	24	21
33	48	95	95	73	4	1	67	62	21
16	8	12	12	19	55	24	90	30	14
37	24	85	37	74	69	47	84	64	36
99	51	37	15	48	49	3	82	35	9
5	58	19	64	6	71	61	90	42	23
44	51	43	4	26	93	16	60	64	26
78	86	76	7	90	36	29	66	42	65
52	41	5	43	39	60	19	81	64	36
75	70	28	33	57	37	23	78	47	13
23	6	5	2	96	81	70	4	13	9
26	95	14	19	69	29	1	53	86	90
90	27	11	82	17	62	52	19	13	6
63	11	42	9	13	87	68	26	33	17
93	69	81	79	87	39	26	31	99	47
45	29	29	75	80	58	79	52	26	5
16	41	94	70	52	88	70	12	88	28
34	99	33	23	53	4	8	49	91	58
52	58	48	86	31	96	43	50	91	76
42	52	6	51	9	96	75	52	70	69
18	39	72	40	25	1	38	3	21	91
89	93	60	44	34	9	29	20	47	54
78	24	6	22	4	71	93	91	56	36
65	59	14	46	14	86	25	66	12	14
82	78	52	42	32	59	22	45	14	57
13	82	88	59	9	68	41	79	92	2
23	55	35	88	45	56	62	76	74	28
30	62	42	3	70	18	78	95	96	63
32	96	23	85	38	4	9	15	1	80
16	60	74	79	82	10	41	71	72	57
14	6	68	59	22	97	26	59	24	31
24	14	45	69	58	71	2	56	66	87
41	14	97	31	73	25	56	90	64	78
2	89	34	50	31	28	36	12	66	16
27	28	98	61	68	7	98	40	51	41
71	51	99	44	45	95	35	20	20	28
93	74	15	96	20	79	22	32	78	22
7	8	44	86	70	21	2	23	1	12
23	98	64	46	5	59	12	29	34	94
87	88	56	63	59	29	87	48	13	81
19	13	79	56	52	65	13	39	29	71
75	4	24	85	58	11	51	5	40	61
59	36	19	54	81	2	42	83	31	85
51	46	85	43	62	33	56	99	20	42
25	97	94	77	56	74	82	25	51	46
37	96	82	16	66	39	88	38	77	31
40	14	11	77	3	20	17	51	37	64
93	20	3	27	82	75	23	5	19	78
76	69	88	10	22	75	84	28	70	25
64	39	30	74	17	15	17	58	2	32
76	68	40	14	99	55	53	23	87	92
77	43	51	88	17	5	72	92	42	76
1	60	84	51	34	14	52	21	25	16
13	32	51	29	71	39	3	97	45	5
88	89	36	81	56	28	44	19	34	98
62	89	50	94	83	17	86	94	45	66
21	85	34	87	59	85	70	79	13	73
33	9	88	50	15	55	61	62	64	72
61	16	60	86	98	95	93	28	39	70
99	57	74	19	79	31	59	43	38	59
84	78	60	99	72	39	72	6	85	47
8	82	84	59	96	32	72	18	68	66
61	58	91	48	14	74	39	32	10	31
5	21	22	9	25	22	94	35	78	42
69	25	61	74	27	68	57	84	32	32
53	84	54	95	80	25	7	75	23	2
3	91	45	21	21	85	56	7	84	56
76	91	64	33	46	65	27	52	25	55
23	91	69	37	67	83	49	73	2	27
43	89	63	40	27	16	57	38	24	37
28	29	59	23	42	31	71	77	71	12
5	51	54	38	56	26	82	59	64	10
42	52	99	50	85	91	13	70	67	59
47	85	29	39	91	9	85	18	92	26
12	89	76	16	62	58	24	87	60	67
50	85	55	3	60	43	15	78	99	17
36	87	74	78	6	92	7	32	51	36
40	35	33	12	54	87	40	5	3	4
2	64	90	44	73	55	84	74	31	3
97	91	66	25	1	15	21	29	20	7
