50	2	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

61	87	41	29	73
73	80	65	13	50
72	15	94	65	30
48	11	96	99	96
24	73	4	59	38
97	29	98	1	77
40	94	2	36	11
7	89	53	21	44
52	23	27	73	79
71	85	70	73	14
98	42	51	68	47
27	94	4	29	24
93	69	45	51	3
14	40	26	34	74
28	34	14	52	70
76	50	85	31	11
33	72	1	18	44
76	40	95	17	34
25	99	17	5	47
84	92	91	79	26
78	95	31	22	9
22	81	95	63	32
27	55	13	57	43
58	24	24	36	79
21	90	58	14	64
79	87	20	75	60
17	42	28	44	44
84	14	31	79	15
2	69	58	11	41
14	73	45	18	35
76	24	36	36	74
50	71	25	87	4
53	72	18	12	46
24	48	51	46	96
14	63	18	33	58
80	11	3	15	26
4	96	71	91	5
48	82	92	36	22
86	12	28	39	97
22	40	91	5	66
64	82	7	69	11
35	23	80	65	59
84	75	74	59	71
48	3	29	31	52
68	16	38	85	6
52	1	21	38	56
3	89	73	21	31
94	16	88	20	86
67	86	91	25	99
21	67	91	79	98

1	7	8	14	19
19	12	11	7	20
16	17	12	9	3
4	3	1	20	15
17	20	18	19	4
8	18	17	6	8
13	20	13	10	2
14	14	9	18	8
1	1	4	2	6
4	7	2	14	2
7	1	4	8	15
8	11	16	11	19
1	20	7	8	19
10	18	9	10	10
15	13	17	20	13
6	14	17	17	6
15	7	14	4	6
4	4	20	16	5
13	14	19	16	2
8	18	18	7	1
1	9	4	7	1
2	8	17	17	13
9	9	18	12	4
18	9	8	6	17
4	20	5	17	9
16	18	18	20	20
11	18	4	3	4
16	4	5	14	20
6	16	18	1	20
18	6	6	9	10
2	13	16	3	17
18	8	16	17	6
10	17	6	13	14
16	1	19	8	19
4	7	9	20	2
11	5	20	7	1
17	8	20	7	13
18	20	17	13	18
20	18	15	9	9
17	20	2	3	3
5	16	1	18	1
16	4	14	5	1
11	5	11	19	4
13	16	6	6	18
2	13	18	1	15
2	6	17	14	7
13	18	1	19	12
16	20	19	6	20
14	5	3	9	4
6	8	7	16	9


1	1	2	2	1
5	3	2	1	1
