100	2	20

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

91	42	26	33	94	49	66	80	29	88	96	62	9	92	47	43	37	90	99	95
16	98	10	74	73	81	13	27	81	29	89	19	56	48	43	85	50	53	24	13
2	3	24	12	50	79	5	81	44	79	33	55	7	81	94	49	28	64	85	56
87	45	45	12	96	37	20	5	40	80	1	82	44	99	94	29	31	14	43	33
95	40	5	54	96	81	12	98	61	69	36	99	17	60	57	54	51	23	35	44
13	89	39	93	10	57	49	71	69	85	17	99	21	65	93	78	79	55	20	19
55	1	30	50	1	22	85	98	8	71	13	11	18	67	16	89	16	93	13	85
51	14	91	47	22	68	19	26	13	4	35	81	5	73	93	23	9	50	78	31
87	76	50	41	59	19	1	88	10	6	94	65	24	95	79	61	4	76	64	4
24	75	99	95	62	54	37	6	69	44	80	61	62	50	72	88	2	37	39	66
91	34	22	57	48	54	82	87	8	64	73	29	12	22	87	85	81	83	29	82
38	81	99	41	1	53	56	92	11	31	81	50	69	51	52	73	34	15	60	65
74	19	77	73	47	30	7	6	41	23	63	4	11	47	33	52	61	25	94	65
30	26	2	47	24	38	26	30	25	29	7	16	93	8	55	32	68	1	79	81
82	72	92	22	47	11	1	36	26	18	28	76	69	70	26	90	5	74	23	1
50	25	52	52	14	88	1	3	83	32	40	6	25	20	45	12	79	43	17	49
37	86	16	10	67	44	53	16	36	6	94	92	54	67	11	33	89	95	99	90
9	23	51	56	10	6	83	94	73	94	80	75	5	84	15	54	64	3	3	6
24	20	14	20	12	10	56	71	59	12	12	86	77	34	60	57	94	63	15	54
34	1	79	57	39	14	87	99	48	38	16	84	29	94	75	55	30	48	59	49
86	38	64	86	14	18	56	60	12	58	36	62	42	89	92	63	1	26	92	20
26	63	74	5	48	87	78	55	63	91	6	20	94	99	67	24	61	99	80	89
57	14	96	12	65	48	73	23	37	65	22	91	83	85	90	99	52	50	22	13
79	85	93	1	13	51	26	22	31	63	41	43	42	83	29	34	22	88	66	85
28	18	95	89	43	54	42	50	20	33	3	67	24	83	74	81	35	87	96	99
74	50	17	99	61	28	72	87	18	83	55	91	22	67	90	33	16	65	34	77
86	15	26	54	8	7	98	18	43	99	26	60	30	76	75	93	31	29	71	85
94	55	42	1	35	95	43	36	50	34	73	39	3	21	16	9	23	76	64	28
90	90	73	48	56	30	87	16	14	59	71	70	55	24	32	39	1	71	67	49
36	28	47	8	72	54	8	89	85	83	56	5	3	67	69	85	34	56	69	39
66	98	76	52	52	50	93	77	13	84	75	83	3	39	11	73	31	47	56	42
93	96	24	49	43	47	12	62	74	28	95	97	61	25	94	38	14	94	42	68
60	45	7	69	26	56	98	86	53	72	47	33	30	50	92	7	17	36	22	25
85	50	83	35	1	11	20	5	36	45	93	46	89	79	91	95	8	96	49	56
98	78	32	55	42	97	88	65	40	76	47	72	6	99	77	65	91	53	54	23
