50	4	5

1	1.3	1.55	1.75	2.1
4	6.76	9.61	12.25	17.64

55	3	17	56	19
75	61	77	25	13
97	84	22	43	32
82	12	1	88	90
73	28	62	33	11
72	17	9	34	79
56	5	53	74	96
4	61	83	74	73
36	48	43	53	12
21	37	17	26	37
69	71	15	48	17
57	77	1	72	26
79	7	55	26	70
66	61	7	51	14
27	54	88	3	79
73	16	58	48	78
13	80	46	63	39
90	72	83	61	38
60	44	84	87	62
25	8	25	92	57
97	57	51	27	76
22	93	24	47	83
21	93	98	13	91
82	10	59	74	47
94	98	5	68	48
96	98	6	53	56
96	63	13	46	49
18	33	45	99	81
62	46	63	13	60
76	88	31	69	92
66	11	58	68	52
74	30	58	70	16
46	23	76	32	47
72	28	86	22	56
71	78	80	3	64
79	35	99	37	81
3	42	47	95	6
98	14	81	71	91
64	96	38	67	43
38	65	29	31	41
79	90	31	2	22
82	21	70	84	95
58	68	44	25	96
46	28	11	72	36
54	14	47	67	72
31	23	12	47	94
94	13	14	93	94
35	37	90	60	75
53	90	23	5	63
11	75	33	12	44

2	19	11	11	13
12	11	8	4	7
6	15	2	8	10
6	12	3	9	9
18	3	18	19	17
19	14	19	6	14
16	8	12	4	6
13	11	2	12	14
5	18	8	2	12
11	9	3	14	12
15	17	14	4	8
4	4	18	9	1
10	6	7	16	13
2	13	3	18	4
6	4	3	8	3
2	12	19	14	5
17	19	13	16	1
18	12	18	17	18
6	14	4	5	4
1	6	10	17	17
16	6	11	4	3
5	11	16	13	20
19	20	7	13	11
5	8	14	2	5
2	2	19	17	18
19	13	5	6	18
5	2	12	5	4
17	9	10	8	9
14	2	17	18	3
8	4	20	18	1
3	16	18	13	16
15	13	14	19	10
13	17	6	1	10
13	16	7	12	1
14	14	7	6	4
11	19	13	6	2
15	19	5	10	8
10	12	5	9	17
1	4	19	10	1
14	13	19	4	20
19	15	10	7	9
11	7	14	11	7
9	1	2	12	11
5	12	6	14	1
8	17	3	17	16
19	5	20	17	1
9	20	17	9	15
6	4	8	13	10
4	6	9	18	17
17	13	2	5	6


1	1	1	2	2
2	2	3	2	3
